year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,29.95,15.7,22.82,361.27,300.91,0.82,-0.16,0.84,61.63,,3.21,2.91,0.01,2.44,19.04,75.45,203.09,511.16
1980,1,2,0.0,29.12,15.98,22.55,366.28,297.39,1.1,0.02,1.1,63.14,,3.27,2.97,0.0,2.41,18.7,74.96,202.09,510.55
1980,1,3,0.0,29.32,16.4,22.86,366.62,295.64,0.99,-0.01,0.99,64.03,,3.02,2.72,0.01,2.3,18.39,74.48,201.08,509.99
1980,1,4,0.0,29.58,16.5,23.04,371.35,297.25,1.06,0.08,1.06,63.36,,3.05,2.74,0.0,2.38,18.06,74.02,200.1,509.34
1980,1,5,0.0,29.53,16.98,23.26,378.49,297.69,1.15,-0.16,1.16,63.68,,3.24,2.89,0.02,2.49,17.73,73.55,199.08,508.67
1980,1,6,0.0,29.64,16.9,23.27,369.1,300.77,1.29,-0.45,1.37,60.77,,3.26,2.89,0.0,2.59,17.38,73.07,198.05,508.02
1980,1,7,0.0,29.52,16.42,22.97,366.28,302.97,0.17,-0.2,0.26,56.97,,3.27,2.88,0.0,2.56,17.01,72.59,196.99,507.39
1980,1,8,0.0,29.94,16.06,23.0,359.4,304.97,0.09,-0.3,0.31,55.74,,3.26,2.86,0.0,2.51,16.64,72.11,195.94,506.64
1980,1,9,0.0,29.77,15.67,22.72,364.04,304.35,0.66,-0.43,0.79,60.2,,3.28,2.85,0.0,2.44,16.28,71.66,194.89,505.97
1980,1,10,0.0,29.14,16.06,22.6,368.07,306.36,0.92,-0.43,1.02,58.55,,3.27,2.82,0.0,2.4,15.94,71.23,193.9,505.31
1980,1,11,0.0,29.68,16.01,22.84,366.06,307.41,0.98,-0.63,1.17,61.4,,3.21,2.75,0.0,2.39,15.62,70.79,192.89,504.64
1980,1,12,0.0,29.86,15.69,22.78,346.77,312.85,0.62,-0.18,0.65,57.18,,3.22,2.74,0.0,2.38,15.3,70.36,191.87,503.99
1980,1,13,0.0,29.49,15.57,22.53,351.43,310.9,0.5,-0.53,0.73,49.12,,3.2,2.71,0.0,2.32,14.97,69.94,190.91,503.34
1980,1,14,0.0,29.14,15.38,22.26,353.97,310.19,0.75,-0.23,0.78,59.85,,3.25,2.72,0.0,2.29,14.66,69.54,189.96,502.7
1980,1,15,0.0,29.47,15.97,22.72,355.76,312.5,1.07,-0.62,1.24,58.54,,3.28,2.72,0.0,2.25,14.36,69.14,189.02,502.05
1980,1,16,0.0,29.35,15.69,22.52,348.79,317.15,1.08,-0.25,1.11,58.23,,3.3,2.71,0.0,2.15,14.09,68.77,188.15,501.39
1980,1,17,0.0,29.84,15.5,22.67,359.57,315.16,0.61,-0.32,0.69,60.18,,3.29,2.68,0.0,2.01,13.83,68.4,187.26,500.78
1980,1,18,0.0,29.73,15.79,22.76,356.1,317.81,0.97,-0.42,1.06,60.11,,3.32,2.68,0.0,2.08,13.57,68.05,186.38,500.17
1980,1,19,0.0,29.95,16.17,23.06,349.68,321.25,-0.44,-0.26,0.51,46.16,,3.29,2.62,0.0,2.22,13.28,67.69,185.47,499.54
1980,1,20,0.0,30.02,16.16,23.09,344.5,324.97,-0.34,-0.37,0.5,43.81,,3.28,2.59,0.0,2.25,12.96,67.32,184.61,498.89
1980,1,21,0.0,29.84,15.75,22.8,345.57,324.6,0.45,-0.13,0.47,50.36,,3.31,2.59,0.0,2.24,12.66,66.97,183.73,498.28
1980,1,22,0.0,29.55,15.29,22.42,349.95,321.95,0.96,-0.56,1.11,55.39,,3.36,2.6,0.0,2.06,12.4,66.64,182.93,497.71
1980,1,23,0.0,29.49,15.6,22.54,359.68,322.0,1.35,-0.16,1.36,59.76,,3.43,2.62,0.0,2.07,12.15,66.32,182.06,497.05
1980,1,24,0.0,29.55,16.2,22.88,357.46,322.56,1.18,-0.06,1.18,57.66,,3.41,2.6,0.0,2.08,11.92,66.0,181.27,496.44
1980,1,25,0.0,28.96,15.75,22.36,366.38,323.68,0.92,-0.01,0.92,58.22,,3.42,2.55,0.0,2.04,11.67,65.68,180.47,495.86
1980,1,26,0.0,29.61,15.6,22.6,365.97,324.77,0.88,-0.22,0.91,58.74,,3.4,2.51,0.0,1.95,11.45,65.39,179.7,495.25
1980,1,27,0.0,29.64,15.42,22.53,357.52,328.95,1.2,-0.23,1.22,54.65,,3.47,2.52,0.0,1.99,11.22,65.09,178.92,494.62
1980,1,28,0.0,29.64,15.73,22.68,361.78,328.07,1.2,-0.29,1.23,52.72,,3.53,2.54,0.02,1.79,11.02,64.81,178.18,494.09
1980,1,29,0.0,29.66,16.01,22.84,355.73,329.84,1.39,-0.16,1.4,51.95,,3.49,2.47,0.0,1.77,10.82,64.55,177.5,493.55
1980,1,30,0.0,29.94,16.15,23.04,358.43,333.25,1.39,-0.06,1.39,53.03,,3.57,2.61,0.0,1.73,10.62,64.29,176.8,493.02
1980,1,31,0.0,29.99,16.54,23.26,365.75,328.66,1.26,-0.22,1.28,58.22,,3.32,2.3,0.0,1.72,10.43,64.03,176.14,492.46
1980,2,1,0.0,29.74,16.77,23.26,388.78,314.51,1.64,0.09,1.64,63.08,,2.82,1.93,0.05,1.6,10.26,63.81,175.51,492.0
1980,2,2,0.0,29.3,17.87,23.58,389.47,295.45,1.51,-0.17,1.52,60.69,,2.61,1.78,0.08,1.49,10.11,63.57,174.89,491.37
1980,2,3,0.0,28.11,17.75,22.93,382.66,318.22,1.47,-0.4,1.52,56.9,,2.53,1.72,0.01,1.57,9.94,63.35,174.26,490.94
1980,2,4,0.0,28.98,17.34,23.16,387.85,321.56,1.55,-0.18,1.56,56.47,,2.71,1.8,0.0,1.56,9.76,63.12,173.63,490.42
1980,2,5,0.0,29.63,18.31,23.97,377.84,332.01,1.44,-0.44,1.51,54.84,,3.39,2.21,0.0,1.53,9.58,62.9,173.04,489.88
1980,2,6,0.0,29.94,18.35,24.15,370.98,336.78,1.28,-0.38,1.34,57.94,,3.71,2.4,0.0,1.51,9.42,62.69,172.46,489.45
1980,2,7,0.0,29.99,17.75,23.87,370.61,338.91,1.37,-0.3,1.4,61.44,,3.73,2.38,0.0,1.61,9.24,62.48,171.84,488.84
1980,2,8,0.0,30.7,17.74,24.22,368.17,341.41,0.94,-0.2,0.96,57.18,,3.66,2.3,0.0,1.65,9.06,62.27,171.21,488.35
1980,2,9,0.0,31.06,17.23,24.14,366.11,344.9,1.25,-0.36,1.3,58.31,,3.65,2.26,0.0,1.6,8.87,62.06,170.65,487.83
1980,2,10,0.0,30.86,17.22,24.04,371.98,345.11,1.26,-0.23,1.28,59.03,,3.65,2.22,0.0,1.55,8.7,61.86,170.05,487.31
1980,2,11,0.0,31.31,17.41,24.36,369.58,344.35,1.14,-0.44,1.22,51.67,,3.71,2.23,0.0,1.53,8.54,61.67,169.51,486.87
1980,2,12,0.0,31.71,17.79,24.75,365.33,347.79,0.44,-0.23,0.5,53.88,,3.7,2.19,0.0,1.52,8.35,61.49,168.97,486.37
1980,2,13,0.0,31.52,17.23,24.38,367.62,352.97,0.8,-0.42,0.9,55.1,,3.69,2.15,0.01,1.53,8.18,61.31,168.43,485.84
1980,2,14,0.0,31.08,17.03,24.06,381.04,337.69,1.53,-0.33,1.57,61.65,,3.57,2.06,0.01,1.38,8.04,61.14,167.88,485.33
1980,2,15,0.0,30.84,17.4,24.12,386.4,345.12,1.39,-0.45,1.46,59.5,,3.71,2.25,0.01,1.34,7.9,60.97,167.39,484.88
1980,2,16,0.0,30.59,18.03,24.31,395.44,342.24,1.68,-0.4,1.73,59.02,,3.78,2.12,0.04,1.34,7.81,60.81,166.89,484.43
1980,2,17,0.0,30.33,18.17,24.25,387.22,346.73,1.39,-0.53,1.49,59.79,,3.39,1.88,0.02,1.31,7.73,60.66,166.44,483.97
1980,2,18,0.0,30.73,18.68,24.7,384.94,349.42,1.6,-0.52,1.68,57.61,,3.55,1.94,0.0,1.29,7.6,60.51,165.97,483.53
1980,2,19,0.0,31.09,18.7,24.9,380.89,348.23,1.58,-0.4,1.63,56.86,,3.8,2.05,0.0,1.27,7.47,60.37,165.51,483.16
1980,2,20,0.0,31.61,18.55,25.08,381.42,354.01,1.11,-0.43,1.19,54.96,,3.84,2.03,0.0,1.3,7.32,60.23,165.08,482.69
1980,2,21,0.0,31.75,19.07,25.41,383.42,349.63,1.19,-0.36,1.24,62.83,,3.83,2.08,0.0,1.18,7.19,60.09,164.63,482.32
1980,2,22,0.0,31.75,19.09,25.42,376.27,358.7,0.46,-0.32,0.56,60.86,,3.86,1.99,0.0,1.27,7.05,59.97,164.24,481.85
1980,2,23,0.0,31.87,18.86,25.36,375.42,360.35,1.13,-0.69,1.32,59.01,,3.92,1.99,0.0,1.22,6.92,59.84,163.8,481.39
1980,2,24,0.0,32.03,18.81,25.42,389.18,350.66,1.34,-0.57,1.46,58.74,,3.88,1.94,0.01,1.1,6.8,59.72,163.4,480.98
1980,2,25,0.0,31.65,19.04,25.34,381.59,360.23,1.61,-0.39,1.66,59.32,,3.85,1.9,0.0,1.17,6.68,59.6,162.99,480.63
1980,2,26,0.0,32.27,19.9,26.08,382.46,358.46,1.49,-0.65,1.63,57.27,,3.82,1.85,0.0,1.1,6.57,59.48,162.59,480.2
1980,2,27,0.0,32.02,19.38,25.7,383.8,358.45,1.71,0.1,1.71,60.05,,3.69,1.83,0.01,1.11,6.45,59.37,162.22,479.79
1980,2,28,0.0,32.13,19.24,25.68,388.27,358.45,1.72,-0.19,1.73,57.15,,3.78,1.8,0.01,1.07,6.34,59.26,161.85,479.43
1980,2,29,0.0,32.29,19.6,25.94,394.32,351.41,1.99,-0.26,2.01,55.4,,3.45,1.68,0.09,1.03,6.26,59.14,161.48,479.0
1980,3,1,0.0,31.99,19.74,25.86,387.96,363.77,1.61,-0.61,1.72,55.01,,3.92,1.78,0.04,1.05,6.16,59.05,161.13,478.63
1980,3,2,0.0,32.13,19.72,25.92,380.06,365.08,1.6,-0.6,1.71,55.92,,3.83,1.72,0.0,1.03,6.06,58.95,160.76,478.29
1980,3,3,0.0,31.74,20.56,26.15,397.7,362.27,1.6,0.45,1.66,61.11,,4.0,1.77,0.04,1.01,5.99,58.85,160.45,477.88
