year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,30.68,17.2,23.94,351.46,286.47,-1.71,1.02,1.99,50.01,,2.64,0.75,0.0,0.16,3.21,62.43,139.05,528.36
1980,1,2,0.0,30.73,17.68,24.2,355.57,286.41,-2.4,1.94,3.09,55.0,,2.66,1.0,0.0,0.14,3.11,62.41,139.05,528.33
1980,1,3,0.0,30.84,17.85,24.34,364.4,283.92,-2.62,2.16,3.4,53.37,,2.68,0.82,0.0,0.14,3.03,62.4,139.05,528.29
1980,1,4,0.0,30.99,18.42,24.7,368.36,283.2,-4.41,1.19,4.57,51.67,,2.69,0.74,0.0,0.13,2.96,62.39,139.05,528.27
1980,1,5,0.0,30.89,18.53,24.71,373.5,270.22,-4.36,0.95,4.46,50.22,,2.52,0.66,0.0,0.12,2.89,62.37,139.04,528.23
1980,1,6,0.0,30.79,19.16,24.98,374.83,217.94,-3.06,0.9,3.19,62.47,,2.5,0.62,0.0,0.11,2.84,62.36,139.04,528.21
1980,1,7,0.0,30.79,19.3,25.04,375.79,244.75,-3.14,0.86,3.26,63.65,,2.03,0.53,0.0,0.11,2.8,62.34,139.04,528.17
1980,1,8,0.0,30.3,19.55,24.92,378.44,264.57,-2.43,0.75,2.54,57.33,,2.05,0.5,0.0,0.11,2.75,62.33,139.04,528.14
1980,1,9,0.0,30.02,19.09,24.56,367.91,286.98,-2.35,0.16,2.36,50.98,,2.49,0.59,0.0,0.12,2.69,62.32,139.04,528.12
1980,1,10,0.0,30.2,18.0,24.1,353.53,291.14,-2.6,0.8,2.72,48.61,,2.7,0.62,0.0,0.12,2.65,62.3,139.04,528.1
1980,1,11,0.0,30.43,17.62,24.02,347.5,292.9,-3.46,1.41,3.74,54.87,,2.74,0.61,0.0,0.11,2.61,62.29,139.03,528.06
1980,1,12,0.0,30.28,17.33,23.8,341.64,295.96,-4.09,1.73,4.44,56.8,,2.72,0.59,0.0,0.11,2.59,62.28,139.03,528.03
1980,1,13,0.0,29.98,17.19,23.58,340.87,296.0,-3.52,1.57,3.85,53.08,,2.71,0.57,0.0,0.11,2.58,62.26,139.03,527.99
1980,1,14,0.0,30.09,16.71,23.4,337.22,299.45,-3.39,1.4,3.67,52.52,,2.7,0.55,0.0,0.11,2.56,62.25,139.02,527.96
1980,1,15,0.0,30.02,16.72,23.37,344.21,296.06,-4.02,1.49,4.29,52.22,,2.72,0.54,0.0,0.11,2.55,62.23,139.02,527.93
1980,1,16,0.0,30.1,17.22,23.66,347.51,296.06,-3.45,1.04,3.6,54.32,,2.74,0.52,0.0,0.11,2.54,62.22,139.02,527.9
1980,1,17,0.0,30.5,17.56,24.03,343.01,299.69,-3.38,1.25,3.6,50.58,,2.76,0.51,0.0,0.11,2.53,62.21,139.02,527.88
1980,1,18,0.0,30.61,17.15,23.88,347.38,298.46,-2.9,0.81,3.01,50.8,,2.75,1.04,0.0,0.11,2.52,62.19,139.01,527.86
1980,1,19,0.0,30.73,17.14,23.94,354.82,298.12,-3.56,1.06,3.71,53.23,,2.77,0.79,0.0,0.11,2.52,62.18,139.01,527.83
1980,1,20,0.0,30.66,16.43,23.54,352.18,300.84,-2.46,1.08,2.69,43.75,,2.8,0.62,0.0,0.12,2.51,62.17,139.01,527.78
1980,1,21,0.0,31.2,16.37,23.78,353.5,302.49,-2.44,1.11,2.68,41.83,,2.83,0.53,0.0,0.12,2.5,62.16,139.01,527.76
1980,1,22,0.0,31.78,17.2,24.49,369.85,300.92,-2.19,0.44,2.23,42.67,,2.9,0.51,0.0,0.12,2.49,62.15,139.01,527.73
1980,1,23,0.0,32.01,18.29,25.15,375.95,300.49,-1.67,0.03,1.67,44.32,,2.8,0.46,0.0,0.12,2.48,62.14,139.0,527.71
1980,1,24,0.0,32.21,18.35,25.28,370.82,302.6,-2.21,0.36,2.24,41.97,,2.36,0.44,0.0,0.13,2.48,62.13,139.01,527.7
1980,1,25,0.0,32.36,18.61,25.48,367.25,302.17,-3.63,1.06,3.78,54.79,,2.94,0.49,0.0,0.11,2.48,62.12,139.0,527.66
1980,1,26,0.0,31.59,18.17,24.88,360.85,305.91,-2.42,0.47,2.47,45.36,,2.9,0.44,0.0,0.12,2.48,62.11,139.0,527.64
1980,1,27,0.0,31.6,18.07,24.84,355.27,308.93,-1.56,0.69,1.71,41.76,,2.92,0.43,0.0,0.12,2.47,62.1,139.0,527.6
1980,1,28,0.0,32.44,18.01,25.22,349.3,313.74,0.69,-0.46,0.83,33.59,,2.95,0.42,0.0,0.12,2.47,62.09,139.0,527.57
1980,1,29,0.0,33.51,18.62,26.06,347.97,315.68,0.59,0.02,0.59,30.75,,2.97,0.41,0.0,0.13,2.47,62.09,139.0,527.55
1980,1,30,0.0,33.13,19.11,26.12,350.55,317.09,-1.39,1.11,1.78,43.69,,2.96,0.57,0.0,0.13,2.47,62.08,138.99,527.53
1980,1,31,0.0,33.42,19.72,26.57,364.14,311.06,-2.81,1.66,3.26,47.62,,2.91,0.42,0.0,0.11,2.47,62.07,138.99,527.51
1980,2,1,0.0,32.52,19.06,25.79,370.56,307.83,-2.94,2.5,3.86,44.52,,3.0,0.39,0.0,0.11,2.47,62.06,138.98,527.48
1980,2,2,0.0,32.22,18.83,25.52,370.55,312.91,-2.24,2.26,3.18,46.09,,3.0,0.37,0.01,0.12,2.47,62.05,138.98,527.46
1980,2,3,0.0,32.45,19.34,25.9,377.2,311.3,-2.62,1.95,3.27,47.54,,3.05,0.37,0.0,0.11,2.47,62.04,138.98,527.44
1980,2,4,0.0,32.16,19.43,25.8,379.37,312.27,-2.33,2.15,3.17,47.74,,3.02,0.35,0.01,0.12,2.47,62.03,138.98,527.41
1980,2,5,0.0,32.04,19.38,25.71,373.41,315.51,-2.16,1.62,2.7,45.65,,3.06,0.34,0.0,0.12,2.46,62.02,138.98,527.37
1980,2,6,0.0,32.99,20.32,26.66,366.42,319.67,-1.9,0.66,2.01,44.69,,3.11,0.34,0.0,0.13,2.46,62.01,138.98,527.34
1980,2,7,0.0,33.89,20.44,27.16,374.98,317.36,-3.28,0.99,3.43,50.82,,2.87,0.29,0.0,0.12,2.47,62.01,138.98,527.33
1980,2,8,0.0,33.19,20.03,26.61,377.28,317.34,-2.92,1.09,3.12,48.69,,3.09,0.31,0.0,0.11,2.47,62.0,138.97,527.31
1980,2,9,0.0,32.48,19.27,25.88,372.6,320.53,-2.97,1.21,3.21,47.2,,3.17,0.57,0.0,0.12,2.46,61.99,138.97,527.28
1980,2,10,0.0,33.08,19.22,26.15,368.21,322.73,-2.76,1.86,3.33,44.26,,3.12,0.4,0.0,0.13,2.46,61.98,138.97,527.26
1980,2,11,0.0,33.5,20.28,26.89,367.28,323.46,-3.28,1.15,3.48,49.33,,3.16,0.33,0.0,0.12,2.46,61.98,138.97,527.22
1980,2,12,0.0,33.04,20.27,26.66,366.32,325.64,-3.65,1.08,3.81,45.08,,3.13,0.3,0.0,0.12,2.47,61.97,138.97,527.19
1980,2,13,0.0,32.74,19.75,26.24,360.97,331.69,-3.05,1.23,3.29,41.98,,3.22,0.29,0.0,0.13,2.46,61.96,138.97,527.16
1980,2,14,0.0,33.2,19.93,26.56,368.35,328.77,-2.5,1.12,2.74,39.25,,3.17,0.28,0.0,0.13,2.46,61.95,138.97,527.14
1980,2,15,0.0,33.5,19.43,26.46,367.13,331.63,-1.58,1.17,1.97,40.0,,3.22,2.66,0.0,0.13,2.46,61.95,138.97,527.13
1980,2,16,0.0,33.82,20.61,27.22,385.56,324.74,-1.53,1.53,2.16,39.39,,3.2,2.6,0.0,0.13,2.46,61.94,138.97,527.11
1980,2,17,0.0,33.92,20.62,27.27,375.04,331.33,-2.11,1.08,2.37,40.97,,3.21,2.41,0.0,0.13,2.46,61.93,138.97,527.09
1980,2,18,0.0,34.41,20.94,27.67,379.25,327.45,-2.51,0.91,2.67,39.18,,3.24,2.18,0.0,0.13,2.46,61.92,138.96,527.08
1980,2,19,0.0,34.96,21.21,28.08,379.5,329.02,-2.33,0.79,2.46,41.57,,3.36,1.93,0.0,0.13,2.46,61.92,138.97,527.05
1980,2,20,0.0,34.62,21.95,28.28,376.96,332.38,-2.8,0.88,2.94,43.92,,3.35,1.79,0.0,0.13,2.46,61.91,138.97,527.03
1980,2,21,0.0,34.72,20.98,27.85,378.96,333.55,-3.25,0.85,3.36,40.47,,3.36,1.42,0.0,0.12,2.46,61.91,138.96,527.02
1980,2,22,0.0,34.78,20.84,27.81,364.12,342.65,-2.92,1.26,3.18,35.21,,3.4,1.35,0.0,0.13,2.46,61.9,138.96,526.98
1980,2,23,0.0,35.3,20.9,28.1,362.34,346.03,-1.7,0.15,1.71,31.46,,3.43,1.29,0.0,0.13,2.45,61.9,138.96,526.97
1980,2,24,0.0,36.19,20.75,28.47,363.5,346.75,-1.48,1.24,1.93,26.75,,3.41,1.22,0.0,0.14,2.45,61.89,138.96,526.95
1980,2,25,0.0,36.95,21.57,29.26,364.67,348.0,-1.53,1.26,1.98,34.0,,3.4,1.16,0.0,0.14,2.45,61.89,138.96,526.94
1980,2,26,0.0,37.63,22.0,29.82,372.44,344.81,-1.91,1.13,2.22,38.4,,3.08,1.02,0.0,0.13,2.46,61.88,138.96,526.92
