year,month,day,prcp,tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1984,5,28,0.31,40.66,25.23,32.94,422.9,382.04,2.45,-1.03,2.66,18.29,7.64,4.29,2.96,0.21,0.24,2.72,59.47,167.78,515.23
1984,5,29,0.75,40.48,24.94,32.71,427.33,365.79,2.36,-1.22,2.66,21.83,6.4,3.44,1.62,0.01,0.24,2.6,59.47,167.71,515.15
1984,5,30,0.0,36.9,27.31,32.1,439.96,358.7,1.91,-1.11,2.21,26.37,7.0,3.79,1.26,0.66,0.22,2.53,59.45,167.66,515.04
1984,5,31,0.02,40.25,28.01,34.13,434.62,342.61,3.55,-0.31,3.56,25.37,7.88,4.04,0.91,0.21,0.32,3.26,59.43,167.55,514.94
1984,6,1,0.0,42.26,29.14,35.7,422.37,385.36,2.66,-1.32,2.97,23.94,8.53,4.21,0.66,0.0,0.3,3.08,59.42,167.47,514.85
1984,6,2,0.0,42.3,28.82,35.56,444.13,325.24,1.55,-0.82,1.75,30.1,7.5,4.06,0.49,0.62,0.26,3.01,59.4,167.38,514.76
1984,6,3,0.8,41.32,28.18,34.75,438.84,359.61,2.2,1.47,2.65,26.93,7.05,4.02,0.8,0.89,0.54,4.89,59.39,167.32,514.72
1984,6,4,0.0,38.84,28.5,33.67,448.97,287.65,3.42,0.35,3.44,32.58,6.63,3.51,0.53,0.33,0.58,5.16,59.37,167.2,514.6
1984,6,5,0.36,38.72,27.56,33.14,451.0,310.05,2.82,0.75,2.92,35.27,6.31,3.69,0.49,0.15,0.58,5.21,59.35,167.1,514.46
1984,6,6,2.35,36.72,28.13,32.42,453.53,317.52,2.81,0.92,2.96,38.32,6.34,3.47,1.51,0.72,0.81,7.2,59.32,166.99,514.38
1984,6,7,1.48,39.69,25.12,32.4,449.53,243.85,0.02,1.5,1.5,46.54,5.02,3.35,1.48,0.85,0.82,7.86,59.32,166.88,514.2
1984,6,8,0.12,35.31,26.25,30.78,443.87,356.47,0.56,3.58,3.62,42.04,5.44,4.04,3.14,0.15,0.99,7.54,59.29,166.76,514.09
1984,6,9,5.79,38.33,24.29,31.31,442.28,320.31,0.77,1.48,1.67,59.55,4.31,2.37,1.87,0.5,0.75,7.54,59.27,166.61,513.93
1984,6,10,1.0,32.24,25.56,28.9,448.41,277.93,1.6,0.74,1.76,58.39,4.17,2.88,2.77,3.82,0.91,10.29,59.24,166.47,513.82
1984,6,11,20.99,35.24,23.02,29.13,440.14,212.99,1.23,-0.37,1.28,83.36,3.57,2.92,2.82,3.75,0.56,13.6,59.21,166.31,513.62
1984,6,12,13.29,29.87,23.46,26.66,441.69,220.9,2.28,0.12,2.28,79.96,2.21,1.6,1.57,2.05,1.2,25.08,59.19,166.22,513.53
1984,6,13,10.56,30.5,23.34,26.92,432.52,60.31,3.94,2.37,4.6,88.66,1.14,1.04,1.02,3.41,0.56,38.43,59.94,166.16,513.49
1984,6,14,5.15,30.0,24.14,27.07,438.32,227.02,2.63,1.29,2.93,77.66,1.24,1.09,1.07,0.64,3.4,38.24,61.5,166.05,513.37
1984,6,15,6.93,31.06,23.38,27.22,438.27,230.54,3.53,1.47,3.82,65.32,2.33,1.78,1.72,0.54,3.82,36.4,62.16,165.91,513.18
1984,6,16,11.09,32.77,24.44,28.61,441.26,327.83,3.18,1.16,3.38,74.9,4.85,3.37,3.18,2.78,3.62,35.12,62.37,165.76,513.04
1984,6,17,16.04,33.23,23.88,28.56,433.46,329.76,3.54,1.27,3.76,64.06,4.71,3.13,2.79,1.25,4.44,34.16,62.64,165.58,512.86
1984,6,18,5.54,33.2,24.49,28.84,441.76,284.81,3.39,1.8,3.84,70.54,5.65,3.65,2.92,1.23,3.74,31.43,62.67,165.44,512.68
1984,6,19,23.69,34.09,24.29,29.19,429.59,323.22,3.85,0.66,3.91,60.35,5.5,3.23,2.17,0.33,3.94,28.35,62.62,165.24,512.5
1984,6,20,1.09,33.19,24.82,29.0,421.26,336.36,2.16,-0.07,2.16,53.19,5.23,2.87,1.84,0.01,3.88,24.84,62.53,165.07,512.32
1984,6,21,0.04,34.67,25.83,30.25,422.91,375.71,2.89,0.39,2.92,47.84,6.43,4.18,2.64,0.05,3.65,21.74,62.44,164.92,512.12
1984,6,22,3.11,35.05,25.34,30.2,426.48,332.79,1.82,0.36,1.86,50.49,6.06,3.98,2.43,0.1,2.98,19.08,62.35,164.78,511.96
1984,6,23,1.04,34.45,26.01,30.23,430.11,362.02,2.23,-1.03,2.46,46.21,3.78,2.35,1.4,0.35,2.68,17.57,62.28,164.62,511.78
1984,6,24,0.0,35.01,25.3,30.16,417.3,374.21,2.62,-0.22,2.63,44.23,6.36,3.98,2.25,0.54,2.4,15.75,62.21,164.47,511.65
1984,6,25,0.0,35.23,25.87,30.55,423.89,368.05,3.32,0.32,3.34,33.43,6.71,4.29,2.59,0.01,2.34,13.8,62.14,164.36,511.53
1984,6,26,0.0,36.29,25.7,30.99,429.62,335.3,2.16,0.34,2.19,43.88,6.01,3.7,1.96,0.79,1.86,12.25,62.07,164.23,511.35
1984,6,27,0.0,36.9,26.85,31.88,442.79,276.69,2.37,0.39,2.4,45.1,5.58,3.16,1.85,0.7,1.42,11.42,62.0,164.08,511.21
1984,6,28,0.43,35.57,25.67,30.62,434.9,112.23,0.89,0.54,1.04,64.46,3.47,1.38,1.13,0.74,0.91,10.88,61.92,163.96,511.01
1984,6,29,9.53,31.31,22.96,27.14,430.23,129.43,0.7,-2.57,2.66,72.16,1.42,1.1,1.08,0.6,0.77,10.61,61.83,163.8,510.9
1984,6,30,12.83,27.49,22.92,25.2,425.92,60.91,2.67,0.54,2.72,95.87,0.85,0.92,0.9,2.12,0.12,34.77,61.87,163.79,510.9
1984,7,1,23.69,29.11,23.11,26.11,429.03,248.73,1.13,0.44,1.21,88.82,2.69,2.16,2.12,3.29,1.21,44.04,72.67,163.79,510.84
1984,7,2,11.42,30.08,23.59,26.84,433.65,243.2,2.52,1.66,3.02,75.94,3.16,2.38,2.31,3.17,2.13,41.62,77.36,163.7,510.76
1984,7,3,5.94,32.25,23.92,28.08,430.89,294.22,3.47,1.68,3.86,72.83,4.54,3.13,3.0,0.93,4.37,37.24,77.96,163.6,510.54
1984,7,4,17.54,32.36,23.92,28.14,432.58,301.21,2.81,1.09,3.01,73.92,3.92,2.76,2.68,0.94,3.83,34.22,77.75,163.46,510.41
1984,7,5,21.49,31.19,23.04,27.12,435.55,276.34,2.23,0.63,2.32,81.39,3.73,2.79,2.72,1.6,2.89,38.1,78.1,163.39,510.26
1984,7,6,0.39,28.53,23.71,26.12,434.5,225.19,0.95,0.39,1.03,75.31,4.39,3.08,2.87,0.43,3.27,35.68,78.21,163.29,510.14
1984,7,7,5.98,32.97,24.63,28.8,430.43,324.05,1.71,0.31,1.74,69.23,5.14,3.8,3.57,1.51,3.56,32.96,77.97,163.16,510.0
1984,7,8,1.42,33.58,23.99,28.78,429.03,285.96,0.87,0.22,0.9,72.78,5.22,3.78,3.48,2.16,2.51,31.18,77.65,163.07,509.77
1984,7,9,0.02,32.52,24.54,28.53,429.8,315.94,0.79,-0.14,0.8,77.56,4.46,3.21,2.97,1.15,2.67,28.99,77.28,162.95,509.64
1984,7,10,0.0,32.97,24.8,28.88,428.51,278.28,0.87,-0.07,0.87,75.59,4.36,3.32,3.0,3.02,2.28,28.13,76.94,162.86,509.5
1984,7,11,0.0,33.06,24.02,28.54,431.94,278.58,-0.01,0.82,0.82,73.45,3.45,2.61,2.46,2.04,2.16,26.7,76.6,162.73,509.36
1984,7,12,14.25,32.85,23.99,28.42,431.27,247.79,-1.02,1.04,1.46,82.6,2.44,2.13,2.09,3.37,1.12,28.55,76.36,162.65,509.23
1984,7,13,0.09,31.22,24.04,27.63,428.47,348.83,-1.23,3.36,3.58,73.95,2.9,2.47,2.39,0.59,3.14,27.1,76.05,162.56,509.12
1984,7,14,1.89,31.95,23.76,27.86,433.05,298.06,2.31,1.55,2.78,85.64,3.64,3.01,2.9,3.59,1.37,29.72,75.84,162.5,508.97
1984,7,15,8.83,31.02,22.73,26.88,429.21,106.96,3.17,-0.56,3.22,89.43,2.11,1.72,1.69,2.49,0.76,32.34,75.74,162.49,508.95
1984,7,16,17.09,29.48,22.45,25.96,424.8,87.59,2.74,-0.22,2.75,89.84,1.68,1.29,1.28,1.74,0.57,37.44,76.11,162.46,508.95
1984,7,17,32.57,27.69,21.71,24.7,420.7,84.27,4.13,-1.01,4.25,92.83,0.63,0.57,0.57,2.09,0.43,39.01,77.03,162.44,508.92
1984,7,18,65.04,25.83,22.4,24.12,424.09,190.57,2.0,2.15,2.94,84.46,1.86,1.53,1.5,2.52,1.24,40.76,78.82,162.45,508.84
1984,7,19,7.96,28.48,23.12,25.8,422.43,249.26,1.49,1.77,2.31,76.34,4.24,3.11,2.82,0.36,3.24,37.37,79.31,162.36,508.72
1984,7,20,0.06,30.74,23.57,27.16,422.05,297.14,2.49,0.69,2.58,69.71,4.63,3.47,3.12,0.03,4.02,33.85,79.11,162.25,508.54
1984,7,21,0.06,31.94,24.31,28.12,432.07,328.88,1.07,-0.41,1.15,75.17,4.72,3.73,3.47,0.35,3.72,31.1,78.74,162.17,508.33
1984,7,22,0.06,33.12,23.26,28.19,434.7,261.46,0.2,-0.37,0.42,77.45,4.1,3.33,3.06,0.78,2.28,30.7,78.43,162.12,508.27
1984,7,23,19.83,30.84,23.27,27.06,429.25,251.81,0.28,0.57,0.64,80.52,2.6,2.09,2.03,0.9,2.3,32.25,78.18,162.04,508.15
1984,7,24,6.87,31.5,22.55,27.02,426.96,201.89,0.82,-0.19,0.84,86.13,3.94,3.24,3.11,2.8,1.05,35.03,78.2,162.04,508.08
1984,7,25,0.57,29.41,23.5,26.46,431.05,273.26,1.02,0.07,1.02,80.21,4.2,3.41,3.26,1.9,2.61,33.79,78.15,161.93,507.93
1984,7,26,20.67,31.5,22.91,27.2,428.98,176.18,1.94,-0.0,1.94,81.41,3.77,3.07,2.99,1.82,1.31,33.94,78.13,161.91,507.9
1984,7,27,3.91,30.52,23.2,26.86,428.54,283.64,1.97,-0.37,2.0,77.66,3.79,3.02,2.78,3.54,1.63,37.05,78.42,161.88,507.77
1984,7,28,1.6,30.83,23.37,27.1,428.3,311.63,2.97,-1.55,3.35,71.14,3.47,2.41,2.32,0.56,4.21,34.99,78.66,161.79,507.66
1984,7,29,7.51,30.86,23.1,26.98,431.62,259.54,2.18,-0.78,2.32,77.24,4.21,2.89,2.73,0.13,3.01,32.16,78.4,161.69,507.48
1984,7,30,3.93,30.41,24.13,27.27,431.03,125.62,3.37,-1.28,3.6,91.17,1.64,1.13,1.11,2.1,1.06,34.26,78.31,161.68,507.42
1984,7,31,27.92,28.26,22.16,25.21,430.33,33.97,4.91,-1.47,5.13,96.19,0.75,0.71,0.71,2.92,0.13,43.52,86.72,161.77,507.42
1984,8,1,48.51,26.12,21.84,23.98,429.52,29.2,5.43,1.34,5.59,95.67,0.63,0.55,0.55,3.28,0.13,42.25,108.58,173.73,507.42
1984,8,2,27.83,24.94,22.29,23.62,420.6,54.45,3.56,1.99,4.08,89.96,1.85,1.18,1.16,2.54,0.52,41.28,110.71,189.32,507.37
1984,8,3,1.44,27.08,23.04,25.06,416.04,325.77,2.24,1.8,2.87,81.56,4.93,3.6,3.24,2.46,2.9,39.21,108.9,190.82,507.29
1984,8,4,0.53,30.28,22.77,26.52,410.17,305.52,1.74,1.05,2.03,74.44,5.03,3.61,3.26,0.03,4.43,36.33,106.61,191.56,507.13
1984,8,5,0.0,31.14,23.24,27.19,416.09,318.74,2.64,-0.07,2.64,73.46,5.14,3.89,3.49,0.01,4.31,33.61,104.63,191.99,506.95
1984,8,6,0.13,31.8,23.93,27.86,423.11,314.39,3.08,-0.74,3.17,69.49,4.88,3.42,3.16,0.27,4.13,31.4,103.05,192.24,506.82
1984,8,7,26.71,30.92,23.91,27.42,430.28,187.59,2.32,-0.99,2.52,84.61,1.57,1.21,1.19,1.23,1.79,32.26,101.89,192.55,506.7
1984,8,8,13.12,29.06,22.49,25.78,422.37,104.04,3.21,-2.35,3.98,82.12,1.4,1.08,1.06,1.17,1.51,32.21,100.89,192.8,506.66
1984,8,9,15.24,28.72,22.78,25.75,430.19,156.03,3.68,-1.19,3.87,76.75,3.62,2.49,2.28,1.61,2.05,36.46,100.09,193.03,506.61
1984,8,10,1.43,29.41,23.64,26.52,423.19,256.84,3.24,0.03,3.24,77.62,4.64,3.12,2.82,2.23,2.83,34.81,99.16,193.05,506.48
1984,8,11,1.52,29.85,23.06,26.46,419.46,337.86,3.19,0.0,3.19,68.97,4.62,3.31,3.08,1.03,3.89,32.21,98.13,192.93,506.35
1984,8,12,0.3,31.1,23.39,27.24,418.85,318.53,2.22,-0.83,2.37,77.65,4.94,3.58,3.21,0.03,3.59,29.69,97.16,192.74,506.13
1984,8,13,0.58,31.59,23.78,27.68,430.7,287.56,1.59,-1.42,2.13,77.77,4.41,3.15,2.8,0.41,2.91,28.22,96.35,192.58,506.05
1984,8,14,12.03,31.47,24.18,27.82,434.11,137.95,1.8,-1.01,2.06,77.35,4.24,2.77,2.47,2.91,1.09,31.87,95.81,192.62,506.01
1984,8,15,1.13,30.49,23.64,27.06,431.12,162.19,0.85,-1.41,1.65,81.36,2.25,1.24,1.2,0.86,2.59,32.14,95.15,192.53,505.89
1984,8,16,0.11,29.78,23.32,26.55,432.61,166.52,2.59,-1.2,2.85,82.01,1.72,1.19,1.16,1.89,2.09,32.29,94.56,192.42,505.81
1984,8,17,1.33,28.66,23.17,25.92,427.18,251.34,3.08,-0.8,3.18,81.03,1.73,1.28,1.25,0.68,2.73,32.25,93.91,192.24,505.73
1984,8,18,0.16,29.62,23.2,26.41,420.29,295.24,2.89,-0.2,2.9,75.11,4.17,3.03,2.75,0.39,3.74,30.36,93.16,191.94,505.5
1984,8,19,2.6,30.19,23.4,26.8,422.98,300.45,2.79,-0.04,2.79,70.52,4.7,3.48,3.1,0.38,3.86,27.99,92.44,191.62,505.37
1984,8,20,0.33,31.92,23.66,27.79,432.15,314.5,0.76,-0.18,0.78,70.11,4.64,3.51,3.1,0.38,3.35,26.49,91.83,191.36,505.24
1984,8,21,0.17,32.48,24.37,28.42,431.7,280.21,1.08,-1.03,1.49,74.36,4.53,3.47,3.04,0.26,3.11,25.5,91.22,191.07,505.1
1984,8,22,0.33,33.17,24.39,28.78,427.26,272.7,0.49,-0.74,0.89,76.35,4.5,3.59,3.17,2.68,1.74,25.66,90.71,190.86,505.02
1984,8,23,0.88,31.87,24.82,28.34,426.57,195.69,1.09,-0.15,1.1,87.92,3.74,2.83,2.5,3.38,0.89,30.96,90.46,190.83,505.0
1984,8,24,0.95,31.2,23.73,27.46,423.82,307.72,0.54,-0.59,0.8,77.68,3.73,2.87,2.48,2.43,2.42,30.12,89.98,190.6,504.87
1984,8,25,0.52,32.28,23.85,28.06,418.02,317.66,0.98,-0.44,1.07,70.68,4.3,3.32,2.86,3.44,2.28,29.47,89.46,190.32,504.74
1984,8,26,2.63,32.57,24.14,28.36,422.54,204.57,0.4,-0.28,0.49,76.79,4.55,3.45,2.95,3.05,2.2,27.84,88.9,190.01,504.63
1984,8,27,1.73,32.16,24.11,28.14,429.95,275.33,1.21,0.04,1.21,71.99,4.68,3.41,2.93,0.47,2.97,26.06,88.34,189.68,504.47
1984,8,28,1.0,32.02,23.91,27.97,426.56,267.77,1.45,-0.37,1.5,77.5,4.04,2.97,2.53,0.67,2.51,24.9,87.79,189.36,504.39
1984,8,29,3.03,32.16,23.48,27.82,427.0,209.13,1.39,-0.32,1.43,72.26,3.87,2.79,2.55,2.99,1.83,24.18,87.3,189.1,504.24
1984,8,30,2.21,31.25,23.49,27.37,425.06,257.68,2.22,0.02,2.22,69.1,3.6,2.46,2.14,0.92,2.63,24.13,86.75,188.74,504.11
1984,8,31,0.5,31.13,23.85,27.49,425.28,281.49,2.78,-1.19,3.02,76.08,4.05,2.73,2.34,0.63,2.45,23.0,86.18,188.38,504.0
1984,9,1,0.29,30.12,23.23,26.68,427.15,195.71,2.04,-0.83,2.2,79.44,3.83,2.53,2.19,1.66,1.76,24.17,85.74,188.15,503.81
1984,9,2,0.06,30.31,23.89,27.1,425.6,304.09,1.31,0.06,1.31,67.78,3.48,2.33,2.01,0.46,2.69,22.48,85.22,187.78,503.71
1984,9,3,0.49,30.25,23.39,26.82,425.5,139.62,0.73,-0.66,0.98,74.86,3.85,2.85,2.51,2.66,1.12,25.17,84.89,187.6,503.64
1984,9,4,0.37,29.76,23.58,26.67,418.0,311.8,1.01,-0.01,1.01,62.28,4.21,3.12,2.74,0.11,2.94,23.77,84.41,187.28,503.54
1984,9,5,0.37,31.45,23.59,27.52,420.57,307.75,1.46,0.42,1.52,66.49,4.31,2.96,2.53,0.18,2.78,21.79,83.93,186.96,503.4
1984,9,6,0.0,32.24,24.12,28.18,426.99,324.38,1.43,-0.2,1.44,66.11,4.82,3.43,2.95,0.25,2.79,20.68,83.48,186.64,503.26
1984,9,7,0.42,32.43,23.6,28.02,415.26,198.48,0.05,-0.84,0.84,69.19,4.47,3.3,2.85,1.16,1.86,19.97,83.03,186.31,503.17
1984,9,8,0.3,32.22,23.1,27.66,409.7,287.27,1.11,-0.71,1.32,72.08,3.87,2.88,2.47,2.52,1.78,19.19,82.54,185.97,503.0
1984,9,9,0.09,32.55,22.55,27.55,407.59,328.24,0.62,-1.78,1.88,69.83,4.46,3.3,3.08,0.17,2.25,17.68,82.07,185.62,502.87
1984,9,10,4.23,32.61,22.86,27.74,426.32,231.42,0.79,-1.57,1.76,87.68,1.34,1.29,1.29,2.22,1.14,18.55,81.74,185.38,502.75
1984,9,11,37.32,30.35,21.73,26.04,426.15,132.26,-1.73,1.71,2.43,87.93,2.39,2.18,2.16,2.69,0.64,27.51,81.6,185.33,502.75
1984,9,12,67.61,28.95,21.52,25.24,412.56,284.63,-0.57,2.97,3.02,85.44,3.37,2.67,2.61,1.5,2.05,28.47,81.31,185.11,502.66
1984,9,13,12.15,27.68,21.46,24.57,412.85,290.61,0.75,2.12,2.25,73.73,3.42,2.72,2.67,0.48,2.59,28.72,80.94,184.84,502.58
1984,9,14,0.59,29.76,21.59,25.68,417.77,316.53,0.29,2.16,2.18,72.96,4.03,3.36,3.17,0.48,2.93,27.02,80.55,184.54,502.42
1984,9,15,0.0,31.39,23.18,27.28,417.11,317.88,0.72,1.34,1.52,76.64,4.05,3.35,3.24,0.93,2.53,25.66,80.18,184.25,502.36
1984,9,16,0.0,31.69,23.44,27.56,418.31,314.44,0.3,0.38,0.48,76.6,4.18,3.49,3.35,1.11,2.21,24.34,79.83,183.98,502.18
1984,9,17,0.04,32.01,22.99,27.5,419.89,268.39,-0.07,1.19,1.19,85.16,4.0,3.38,3.28,2.79,1.13,25.18,79.53,183.75,502.13
1984,9,18,0.0,31.74,22.78,27.26,413.27,308.97,0.65,-0.19,0.68,83.17,4.16,3.41,3.19,2.72,1.36,26.04,79.24,183.52,502.03
1984,9,19,0.0,31.67,22.31,26.99,405.68,324.52,-0.53,0.23,0.58,74.77,4.15,3.49,3.25,0.81,2.32,24.12,78.86,183.21,501.93
1984,9,20,2.34,32.06,22.36,27.21,405.63,325.17,-0.83,1.5,1.71,75.65,4.1,3.48,3.25,2.94,1.62,23.69,78.51,182.93,501.81
1984,9,21,0.61,32.01,22.88,27.44,418.69,275.63,-0.47,-0.19,0.51,73.88,3.95,3.43,3.27,0.04,2.31,22.23,78.15,182.64,501.67
1984,9,22,1.78,32.48,23.31,27.89,415.14,329.69,-0.52,0.77,0.93,71.16,4.16,3.51,3.28,0.07,2.26,20.54,77.82,182.33,501.55
1984,9,23,0.0,32.84,23.28,28.06,420.19,309.47,-0.36,1.23,1.28,72.63,4.47,3.73,3.56,2.88,1.69,20.74,77.49,182.05,501.45
1984,9,24,4.11,32.8,23.63,28.21,417.76,312.42,-1.26,0.23,1.28,74.65,4.07,3.46,3.23,0.35,1.92,20.37,77.18,181.79,501.33
1984,9,25,3.76,32.69,23.29,27.99,416.77,280.31,0.33,-0.11,0.35,75.75,4.49,3.8,3.65,3.48,1.52,20.64,76.87,181.5,501.2
1984,9,26,4.29,33.12,22.44,27.78,419.28,293.53,-0.31,-0.48,0.57,73.65,4.19,3.57,3.49,0.68,1.96,19.4,76.55,181.21,501.11
1984,9,27,1.94,32.93,22.77,27.85,419.7,285.74,-1.06,-0.76,1.3,75.44,4.19,3.49,3.43,2.99,1.44,19.49,76.23,180.92,500.99
1984,9,28,0.0,32.96,22.97,27.96,419.32,298.77,-1.33,-0.19,1.34,59.27,4.23,3.45,3.22,0.71,1.94,18.12,75.93,180.66,500.88
1984,9,29,0.0,32.6,22.85,27.72,411.0,323.51,-1.52,-0.19,1.53,61.33,4.84,3.74,3.46,0.0,1.98,16.59,75.64,180.38,500.77
1984,9,30,0.0,32.56,22.15,27.36,399.97,327.23,-1.32,0.21,1.34,53.97,4.52,3.57,3.28,0.0,1.9,15.16,75.37,180.12,500.62
1984,10,1,0.0,32.9,22.06,27.48,394.24,327.61,-1.06,-0.6,1.22,63.28,4.81,3.76,3.44,0.0,1.64,13.92,75.11,179.85,500.51
1984,10,2,0.0,33.66,21.54,27.6,391.42,326.24,-0.69,-1.24,1.42,63.14,4.73,3.71,3.37,0.0,1.55,12.79,74.86,179.59,500.4
1984,10,3,0.0,33.4,21.06,27.23,400.96,323.55,-1.3,0.41,1.36,56.25,4.68,3.69,3.37,0.0,1.4,11.79,74.61,179.35,500.3
1984,10,4,0.0,33.02,21.73,27.38,423.45,283.03,-1.53,1.16,1.92,62.26,3.93,3.06,2.94,1.34,1.18,11.24,74.35,179.11,500.18
1984,10,5,11.66,32.81,23.19,28.0,418.91,311.78,-1.71,1.78,2.47,61.14,3.59,2.97,2.94,0.3,1.2,10.7,74.09,178.84,500.11
1984,10,6,17.71,32.8,22.16,27.48,417.11,316.37,-0.96,1.18,1.52,63.22,3.36,2.74,2.72,0.14,1.14,10.19,73.86,178.59,499.98
1984,10,7,14.79,32.02,22.24,27.13,425.36,294.64,-1.41,1.5,2.06,64.6,3.86,3.26,3.24,0.99,1.01,10.11,73.61,178.34,499.91
1984,10,8,0.25,31.64,23.18,27.41,421.1,256.17,-1.29,0.49,1.38,74.31,3.24,2.89,2.89,2.43,0.68,11.18,73.37,178.12,499.74
1984,10,9,10.39,31.32,22.38,26.85,416.35,240.13,-1.03,1.92,2.18,76.05,3.08,2.74,2.74,3.76,0.68,12.53,73.15,177.9,499.68
1984,10,10,8.47,30.28,22.74,26.51,423.16,287.49,-0.76,1.48,1.66,81.19,2.47,2.3,2.3,2.08,0.95,14.13,72.98,177.74,499.58
1984,10,11,12.35,30.66,21.71,26.18,426.86,236.03,0.83,0.32,0.89,92.56,2.35,2.17,2.17,3.04,0.52,18.19,72.87,177.63,499.57
1984,10,12,26.52,29.31,21.61,25.46,422.56,202.31,0.48,-0.39,0.62,76.77,2.18,1.83,1.83,2.57,0.71,20.52,72.72,177.52,499.48
1984,10,13,0.0,28.99,20.94,24.96,418.29,263.59,1.35,-2.21,2.59,59.39,3.04,2.16,2.14,0.36,1.96,19.76,72.49,177.25,499.39
1984,10,14,0.0,29.9,19.69,24.8,386.22,305.69,1.92,-1.94,2.73,49.37,4.3,2.74,2.66,0.0,2.27,17.91,72.22,176.98,499.31
1984,10,15,0.0,30.25,19.06,24.66,359.74,313.83,0.92,-1.2,1.51,52.73,4.81,3.28,3.19,0.0,2.03,16.13,71.95,176.69,499.16
1984,10,16,0.0,31.03,18.87,24.95,357.93,315.8,0.13,-0.0,0.13,61.57,3.83,2.48,2.41,0.0,1.58,14.83,71.7,176.41,499.07
1984,10,17,0.0,31.2,20.17,25.68,373.54,303.67,0.99,-0.29,1.03,50.59,4.0,2.89,2.77,0.01,1.63,13.61,71.46,176.16,498.9
1984,10,18,0.0,32.54,20.27,26.4,379.14,310.81,-0.41,-0.76,0.86,68.99,4.65,3.51,3.34,0.0,1.3,12.52,71.26,175.93,498.79
1984,10,19,0.0,32.58,22.31,27.44,418.93,276.25,-0.32,0.83,0.89,62.99,3.6,2.81,2.67,0.13,1.16,11.65,71.04,175.68,498.68
1984,10,20,0.0,32.68,23.05,27.86,410.65,274.78,-0.16,2.08,2.09,75.09,3.53,2.91,2.77,3.72,0.67,12.93,70.85,175.5,498.63
1984,10,21,1.73,31.84,21.99,26.92,409.35,285.66,-0.64,2.4,2.48,58.26,3.54,2.96,2.78,0.44,1.21,12.15,70.64,175.27,498.5
1984,10,22,0.0,31.57,22.5,27.04,410.91,279.65,-0.97,0.97,1.37,68.8,3.17,2.76,2.71,2.01,0.87,12.03,70.44,175.04,498.38
1984,10,23,0.0,32.45,22.37,27.41,403.2,292.99,-0.64,0.29,0.7,65.94,3.33,2.79,2.69,0.02,0.96,11.38,70.25,174.83,498.32
1984,10,24,0.0,32.45,21.55,27.0,395.34,298.3,-1.07,-1.05,1.5,61.52,3.48,2.93,2.86,0.19,1.0,10.67,70.07,174.6,498.2
1984,10,25,0.0,32.08,20.22,26.15,385.27,300.0,-0.33,-0.57,0.66,60.19,3.95,3.13,2.95,0.0,0.92,10.03,69.88,174.41,498.08
1984,10,26,0.0,31.86,19.84,25.85,375.28,302.94,-1.24,-0.69,1.42,56.78,3.91,3.07,2.88,0.0,0.9,9.4,69.71,174.2,497.97
1984,10,27,0.0,32.0,20.67,26.34,381.85,289.85,-1.24,-1.48,1.93,48.55,3.93,3.09,2.88,0.0,0.86,8.84,69.53,173.99,497.89
1984,10,28,0.0,32.09,20.48,26.29,387.75,244.74,-1.19,-0.74,1.4,58.95,3.91,3.07,2.85,0.01,0.78,8.37,69.35,173.77,497.74
1984,10,29,0.0,32.19,20.82,26.5,388.97,216.11,-1.51,-1.2,1.93,51.35,3.38,2.54,2.34,0.0,0.76,7.95,69.16,173.56,497.67
1984,10,30,0.0,32.13,19.85,25.99,366.34,298.95,-1.26,-0.89,1.54,50.71,3.88,2.92,2.68,0.0,0.72,7.51,68.98,173.36,497.53
1984,10,31,0.0,31.99,18.75,25.37,385.3,295.8,-0.69,-1.53,1.68,41.67,3.56,2.56,2.35,0.0,0.7,7.15,68.81,173.15,497.49
1984,11,1,0.0,31.46,18.56,25.01,376.27,295.07,-1.26,-1.42,1.9,42.74,3.36,2.56,2.34,0.01,0.66,6.79,68.63,172.93,497.36
1984,11,2,0.0,31.21,18.97,25.09,394.75,275.17,-1.66,-0.08,1.66,53.55,3.39,2.59,2.4,0.01,0.62,6.48,68.45,172.7,497.26
1984,11,3,0.11,30.95,19.95,25.45,403.13,280.13,-0.88,0.64,1.09,69.98,3.76,2.8,2.59,0.75,0.53,6.59,68.28,172.52,497.11
1984,11,4,0.0,30.99,20.47,25.73,404.57,239.75,-1.21,-0.39,1.27,61.08,3.62,2.84,2.71,0.61,0.58,6.87,68.11,172.29,497.03
1984,11,5,1.61,31.1,20.57,25.84,389.86,273.24,-0.89,-1.4,1.66,57.74,3.37,2.66,2.43,0.0,0.58,6.57,67.94,172.09,496.92
1984,11,6,0.0,31.1,19.23,25.16,361.16,290.37,-1.05,-1.51,1.84,49.63,3.99,2.91,2.64,0.0,0.56,6.28,67.78,171.9,496.83
1984,11,7,0.0,30.9,16.83,23.86,346.63,294.62,-0.64,-0.96,1.15,50.77,4.25,2.84,2.57,0.0,0.57,6.0,67.61,171.69,496.72
