year,month,day,prcp,tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,30.18,17.12,23.65,368.16,264.44,0.23,3.71,3.72,49.5,,2.61,1.19,0.0,0.29,3.15,64.8,150.86,518.8
1980,1,2,0.0,30.26,17.22,23.74,371.47,238.91,-0.11,2.86,2.86,55.68,,2.46,1.33,0.0,0.27,3.08,64.7,150.84,518.69
1980,1,3,0.0,29.51,17.24,23.38,375.82,263.73,-0.45,3.12,3.15,54.6,,2.48,1.12,0.0,0.28,3.02,64.61,150.82,518.51
1980,1,4,0.0,29.64,17.32,23.48,398.02,225.81,-0.54,1.47,1.57,67.83,,2.35,0.98,0.35,0.26,3.1,64.5,150.78,518.38
1980,1,5,0.0,28.91,17.43,23.17,390.26,238.97,-0.83,1.59,1.79,60.91,,2.43,0.98,0.35,0.29,3.65,64.42,150.74,518.22
1980,1,6,0.0,29.76,17.59,23.68,390.2,184.43,-0.77,-0.61,0.98,68.42,,2.08,0.82,0.94,0.39,5.76,64.33,150.72,518.13
1980,1,7,0.0,28.76,17.14,22.95,368.7,240.41,-0.45,-1.49,1.56,57.02,,2.24,0.86,0.51,0.39,5.64,64.25,150.7,518.0
1980,1,8,0.0,29.15,16.22,22.68,352.09,266.16,-0.73,-1.79,1.93,41.7,,2.25,0.84,0.01,0.46,5.38,64.15,150.67,517.87
1980,1,9,0.0,29.13,15.27,22.2,350.27,272.43,-0.38,-1.44,1.49,54.66,,2.53,0.93,0.0,0.43,5.15,64.07,150.65,517.68
1980,1,10,0.0,29.04,15.27,22.16,349.82,274.3,-1.27,-0.26,1.3,49.37,,2.64,0.95,0.0,0.42,4.94,63.98,150.63,517.56
1980,1,11,0.0,29.65,16.15,22.9,361.1,271.42,-1.03,3.09,3.26,55.4,,2.69,0.94,0.0,0.37,4.76,63.89,150.59,517.44
1980,1,12,0.0,29.94,17.21,23.58,367.23,274.39,-0.51,3.5,3.54,49.55,,2.68,0.91,0.0,0.39,4.59,63.81,150.56,517.27
1980,1,13,0.0,29.42,17.0,23.21,376.04,272.33,-0.87,2.4,2.55,47.19,,2.7,0.9,0.0,0.37,4.41,63.72,150.52,517.19
1980,1,14,0.0,29.74,16.06,22.9,354.75,275.08,-1.04,1.86,2.13,50.87,,2.67,0.87,0.0,0.36,4.25,63.65,150.51,517.0
1980,1,15,0.0,29.96,16.51,23.24,370.82,273.91,-0.62,3.16,3.22,45.62,,2.72,0.86,0.0,0.36,4.11,63.56,150.5,516.83
1980,1,16,0.0,29.81,16.6,23.2,375.74,274.54,-0.95,2.97,3.12,43.07,,2.71,0.83,0.0,0.35,3.97,63.48,150.44,516.75
1980,1,17,0.0,29.96,16.97,23.46,376.44,276.74,-0.57,2.3,2.37,47.51,,2.71,0.81,0.02,0.33,3.83,63.41,150.43,516.61
1980,1,18,0.0,30.34,16.89,23.62,376.92,277.5,-0.76,1.62,1.79,45.67,,2.76,0.83,0.01,0.33,3.71,63.32,150.41,516.45
1980,1,19,0.0,30.29,16.74,23.52,362.33,278.28,-0.66,1.06,1.25,54.55,,2.76,0.79,0.0,0.31,3.59,63.26,150.38,516.32
1980,1,20,0.0,30.51,16.36,23.44,369.64,279.72,-0.81,0.16,0.83,44.9,,2.79,0.77,0.0,0.32,3.48,63.18,150.35,516.18
1980,1,21,0.0,31.36,16.78,24.07,370.16,281.28,-0.97,0.1,0.98,40.99,,2.76,0.75,0.0,0.33,3.36,63.11,150.32,516.03
1980,1,22,0.0,31.73,17.35,24.54,385.86,270.17,-0.99,1.63,1.91,39.22,,2.78,0.73,0.0,0.31,3.26,63.04,150.3,515.92
1980,1,23,0.0,31.84,18.08,24.96,388.01,274.15,0.2,1.28,1.3,52.41,,2.63,0.67,0.01,0.29,3.19,62.97,150.29,515.8
1980,1,24,0.0,31.75,17.24,24.49,381.4,282.34,-0.53,-0.61,0.81,46.21,,2.52,0.74,0.0,0.3,3.1,62.91,150.29,515.64
1980,1,25,0.0,31.33,16.77,24.05,384.57,283.49,-0.49,2.7,2.74,48.94,,2.83,0.73,0.0,0.28,3.02,62.85,150.22,515.51
1980,1,26,0.0,31.51,17.0,24.26,367.68,285.79,-1.3,-0.04,1.3,43.4,,2.87,0.69,0.0,0.29,2.94,62.78,150.21,515.39
1980,1,27,0.0,31.34,17.87,24.6,376.94,283.96,0.28,1.71,1.73,40.32,,2.89,0.68,0.0,0.28,2.88,62.72,150.2,515.22
1980,1,28,0.0,32.18,18.44,25.31,360.26,289.72,0.6,0.57,0.83,34.38,,2.88,0.66,0.0,0.3,2.8,62.66,150.17,515.12
1980,1,29,0.0,32.06,17.2,24.63,344.9,296.3,0.32,-2.39,2.41,28.75,,2.86,0.64,0.0,0.31,2.73,62.59,150.15,514.98
1980,1,30,0.0,30.67,16.27,23.47,339.27,298.42,0.04,-1.48,1.48,28.62,,2.83,0.86,0.0,0.31,2.66,62.53,150.12,514.77
1980,1,31,0.0,31.03,16.39,23.71,381.19,290.76,-0.37,2.19,2.22,44.58,,2.58,0.64,0.01,0.26,2.61,62.46,150.1,514.72
1980,2,1,0.0,30.91,18.03,24.47,379.94,257.4,-0.6,3.31,3.36,50.12,,2.7,0.59,0.07,0.27,2.61,62.4,150.06,514.53
1980,2,2,0.0,31.1,18.4,24.75,377.11,276.47,-0.07,4.59,4.59,45.94,,2.96,0.62,0.01,0.29,2.57,62.33,150.04,514.44
1980,2,3,0.0,31.5,18.67,25.08,368.64,293.34,-0.28,4.09,4.1,43.63,,2.96,0.6,0.02,0.29,2.53,62.26,150.0,514.29
1980,2,4,0.0,31.47,18.69,25.08,379.47,291.67,-0.46,3.36,3.39,43.86,,2.87,0.57,0.0,0.27,2.5,62.2,149.99,514.14
1980,2,5,0.0,31.46,18.72,25.09,378.8,297.23,0.57,1.64,1.74,43.39,,2.85,0.55,0.0,0.27,2.47,62.14,149.97,514.04
1980,2,6,0.0,32.24,18.78,25.51,374.95,298.32,0.43,-1.0,1.09,33.58,,2.64,0.5,0.0,0.27,2.44,62.08,149.95,513.9
1980,2,7,0.0,32.1,18.63,25.36,375.06,300.48,-0.6,0.28,0.66,35.58,,2.49,0.46,0.0,0.27,2.41,62.03,149.94,513.76
1980,2,8,0.0,31.98,18.17,25.08,383.18,299.7,-0.21,2.23,2.24,44.0,,2.91,0.52,0.02,0.27,2.4,61.98,149.91,513.65
1980,2,9,0.0,32.13,18.82,25.48,384.8,297.28,-0.5,3.04,3.08,52.78,,2.83,0.73,0.22,0.26,2.4,61.93,149.87,513.52
1980,2,10,0.0,32.11,19.56,25.84,383.22,281.42,-0.48,3.12,3.16,47.05,,2.6,0.55,0.06,0.27,2.4,61.87,149.86,513.36
1980,2,11,0.0,31.87,19.94,25.9,389.34,295.78,-0.33,2.69,2.71,46.38,,2.56,0.47,0.15,0.26,2.4,61.81,149.84,513.25
1980,2,12,0.0,31.96,20.01,25.98,377.04,306.05,-0.42,1.42,1.48,41.28,,2.92,0.5,0.0,0.27,2.36,61.77,149.84,513.11
1980,2,13,0.0,32.66,19.57,26.12,366.62,310.83,-0.94,0.68,1.16,34.08,,3.14,0.52,0.0,0.27,2.33,61.72,149.82,513.03
1980,2,14,0.0,32.64,19.72,26.18,377.85,310.12,0.02,3.02,3.02,38.64,,2.98,0.48,0.0,0.27,2.31,61.68,149.79,512.91
1980,2,15,0.0,32.98,20.06,26.52,383.12,289.42,-0.71,2.91,3.0,40.82,,2.92,0.46,0.01,0.27,2.3,61.62,149.77,512.74
1980,2,16,0.0,32.58,19.81,26.2,379.05,308.77,0.27,3.08,3.09,43.75,,3.05,0.47,0.05,0.27,2.29,61.57,149.76,512.63
1980,2,17,0.0,32.62,18.92,25.77,383.07,311.9,0.42,1.08,1.16,37.99,,3.12,0.47,0.03,0.26,2.29,61.53,149.72,512.48
1980,2,18,0.0,33.84,19.34,26.59,383.93,312.73,-0.19,1.41,1.42,41.26,,2.87,0.42,0.17,0.26,2.31,61.48,149.7,512.41
1980,2,19,0.0,33.67,20.29,26.98,384.39,313.22,-0.04,2.78,2.78,36.0,,3.13,0.44,0.0,0.26,2.28,61.44,149.68,512.27
1980,2,20,0.0,34.06,20.89,27.48,390.66,312.94,0.05,1.4,1.4,48.82,,3.28,0.45,0.06,0.27,2.29,61.39,149.65,512.15
1980,2,21,0.0,33.99,20.84,27.42,378.68,317.44,-0.58,0.99,1.15,30.94,,3.24,0.7,0.0,0.26,2.27,61.35,149.65,512.05
1980,2,22,0.0,34.64,20.3,27.47,366.23,324.15,-0.14,2.33,2.33,32.52,,3.36,0.56,0.0,0.26,2.27,61.31,149.65,511.91
1980,2,23,0.0,34.94,20.0,27.47,366.82,327.27,0.75,1.33,1.53,28.27,,3.37,0.48,0.0,0.25,2.27,61.28,149.64,511.78
1980,2,24,0.0,35.76,20.45,28.1,366.77,327.98,0.83,1.04,1.33,23.92,,3.36,0.44,0.0,0.24,2.27,61.25,149.63,511.7
1980,2,25,0.0,36.03,20.21,28.12,366.9,327.34,0.23,-0.04,0.23,23.0,,3.31,0.42,0.0,0.24,2.27,61.21,149.6,511.65
1980,2,26,0.0,35.71,19.74,27.72,360.04,329.88,0.0,-1.03,1.03,23.1,,3.33,0.41,0.0,0.26,2.27,61.18,149.56,511.49
1980,2,27,0.0,35.34,18.81,27.08,350.12,334.89,-0.46,0.13,0.48,26.32,,3.33,0.4,0.0,0.26,2.27,61.14,149.56,511.42
1980,2,28,0.0,35.71,19.78,27.74,366.33,333.06,-0.06,2.6,2.6,25.72,,3.33,0.39,0.0,0.25,2.27,61.11,149.53,511.27
1980,2,29,0.0,36.17,20.92,28.54,379.36,321.01,-0.42,4.53,4.55,34.25,,3.31,0.39,0.01,0.26,2.29,61.06,149.51,511.16
1980,3,1,0.22,35.87,21.13,28.5,385.76,327.61,1.69,2.37,2.91,34.48,,3.55,0.4,0.15,0.26,2.45,61.03,149.51,511.08
1980,3,2,0.0,34.88,19.15,27.02,353.81,336.5,-0.05,-1.42,1.42,20.35,,3.46,0.38,0.0,0.27,2.4,60.99,149.49,510.92
1980,3,3,0.0,34.34,18.18,26.26,343.96,344.06,0.07,-0.79,0.79,30.8,,3.48,0.38,0.0,0.25,2.36,60.96,149.49,510.87
1980,3,4,0.0,36.43,20.62,28.52,361.62,338.95,0.51,-0.66,0.83,20.64,,3.58,0.38,0.0,0.25,2.32,60.93,149.49,510.79
1980,3,5,0.0,36.68,20.55,28.62,367.37,340.74,-0.1,1.64,1.64,25.72,,3.54,0.36,0.0,0.22,2.29,60.9,149.47,510.66
1980,3,6,0.0,37.42,22.11,29.76,385.82,336.41,-0.23,2.86,2.87,29.11,,3.36,0.33,0.0,0.23,2.28,60.88,149.45,510.61
1980,3,7,3.59,37.23,23.56,30.39,406.08,302.05,0.47,4.25,4.28,26.5,,3.44,1.27,0.0,0.25,2.27,60.84,149.43,510.45
1980,3,8,0.0,35.39,23.18,29.28,400.27,265.95,0.36,0.33,0.49,49.31,,2.04,0.58,0.32,0.29,3.22,60.8,149.4,510.37
1980,3,9,0.0,34.49,20.57,27.53,392.43,323.93,0.32,2.34,2.36,49.8,,3.3,0.74,0.44,0.32,3.6,60.75,149.4,510.23
1980,3,10,0.0,33.95,19.88,26.92,396.65,331.11,-0.66,2.91,2.98,50.35,,3.14,0.63,0.48,0.33,3.74,60.72,149.37,510.1
1980,3,11,0.0,34.17,21.92,28.04,396.09,338.31,-0.83,3.94,4.03,40.7,,3.55,0.53,0.3,0.35,3.71,60.67,149.34,510.0
1980,3,12,0.0,34.39,22.83,28.61,388.47,339.81,-0.8,0.94,1.23,40.89,,2.59,0.59,0.01,0.34,3.58,60.64,149.33,509.86
1980,3,13,0.18,34.24,21.86,28.05,394.98,333.21,-0.9,2.42,2.58,35.49,,3.37,0.77,0.85,0.34,3.53,60.6,149.33,509.76
1980,3,14,0.3,34.9,21.79,28.34,394.56,340.73,-1.01,1.68,1.96,42.27,,3.59,0.82,0.94,0.33,3.63,60.57,149.3,509.61
1980,3,15,2.05,34.74,20.55,27.65,383.16,344.6,-0.34,2.21,2.24,31.76,,3.5,0.55,0.03,0.35,3.52,60.54,149.29,509.52
1980,3,16,0.0,35.44,21.42,28.43,384.98,344.21,0.08,2.76,2.76,33.85,,3.79,0.47,0.43,0.33,3.45,60.51,149.28,509.4
1980,3,17,0.0,35.99,21.84,28.92,385.65,320.8,-0.2,2.95,2.96,29.91,,3.77,0.4,0.18,0.33,3.38,60.47,149.27,509.31
1980,3,18,0.0,36.82,22.48,29.65,380.92,337.47,0.01,3.69,3.69,26.14,,3.73,0.36,0.0,0.32,3.24,60.44,149.25,509.19
1980,3,19,0.0,37.0,21.5,29.25,378.1,346.1,-0.05,3.4,3.4,27.08,,3.56,0.33,0.0,0.31,3.1,60.41,149.22,509.1
1980,3,20,0.0,37.13,21.54,29.34,381.42,350.55,0.67,3.06,3.13,23.19,,3.41,0.31,0.0,0.28,2.96,60.38,149.22,509.01
1980,3,21,0.0,37.81,22.11,29.96,389.18,352.27,-0.42,1.88,1.93,26.45,,3.77,0.33,0.21,0.26,2.85,60.36,149.22,508.91
1980,3,22,0.0,37.7,22.65,30.18,390.35,351.2,0.51,2.59,2.64,27.94,,3.93,0.34,0.33,0.26,2.78,60.34,149.2,508.84
1980,3,23,0.0,38.07,22.75,30.41,393.26,348.02,-0.15,2.37,2.37,22.84,,3.76,0.32,0.07,0.24,2.68,60.31,149.17,508.75
1980,3,24,0.0,38.98,23.56,31.27,393.91,350.44,0.22,2.93,2.94,22.16,,3.73,0.35,0.0,0.21,2.56,60.29,149.17,508.64
1980,3,25,0.0,38.95,23.69,31.32,390.66,354.53,-0.35,4.15,4.16,33.76,,3.82,0.32,0.0,0.21,2.46,60.27,149.15,508.63
1980,3,26,0.0,38.74,23.72,31.23,398.27,351.98,-0.56,3.77,3.81,37.73,,3.74,0.29,0.0,0.23,2.38,60.24,149.14,508.48
1980,3,27,0.0,37.89,23.0,30.44,386.2,357.84,-0.76,2.94,3.04,30.06,,3.92,0.3,0.0,0.22,2.33,60.22,149.14,508.42
1980,3,28,0.0,37.73,23.19,30.46,401.24,350.35,-0.31,3.73,3.74,31.24,,4.05,0.3,0.0,0.22,2.29,60.19,149.11,508.31
1980,3,29,0.0,37.36,24.43,30.9,399.06,342.59,-0.23,3.62,3.63,33.63,,3.68,0.27,0.0,0.23,2.28,60.16,149.1,508.2
1980,3,30,0.0,36.82,25.14,30.98,415.96,347.5,0.86,2.47,2.62,33.33,,3.79,0.28,0.13,0.21,2.52,60.13,149.08,508.1
1980,3,31,0.0,37.82,24.99,31.4,419.45,343.62,-0.33,2.67,2.69,40.31,,3.71,1.11,0.02,0.24,3.0,60.1,149.07,507.99
1980,4,1,0.02,37.77,24.53,31.15,419.44,342.23,-0.17,3.45,3.45,40.16,,3.66,1.65,0.05,0.26,3.11,60.07,149.07,507.89
1980,4,2,0.0,36.74,23.86,30.3,423.6,262.34,-0.54,3.46,3.5,30.39,,3.84,1.22,0.16,0.28,3.03,60.05,149.06,507.79
1980,4,3,0.01,36.95,23.03,29.99,401.08,214.93,-0.26,2.56,2.57,30.71,,2.82,2.2,0.34,0.36,4.16,60.02,149.05,507.68
1980,4,4,0.0,36.02,23.19,29.61,394.8,361.37,-0.43,2.95,2.98,37.48,,3.79,2.32,0.07,0.37,3.93,59.99,149.03,507.6
1980,4,5,0.0,36.64,24.03,30.34,401.4,359.53,-0.81,2.99,3.1,36.39,,3.97,1.04,0.04,0.35,3.86,59.97,148.99,507.48
1980,4,6,0.02,36.88,24.22,30.55,409.92,357.99,-1.2,2.62,2.88,41.87,,3.88,0.97,0.53,0.34,4.1,59.95,148.98,507.42
1980,4,7,0.73,37.0,22.83,29.92,410.35,360.12,-0.97,1.49,1.78,39.41,,4.15,0.73,0.09,0.38,4.14,59.93,148.97,507.31
1980,4,8,0.0,36.87,24.02,30.44,415.14,361.07,-0.41,2.25,2.29,30.03,,3.85,0.49,0.33,0.36,3.95,59.91,148.97,507.2
1980,4,9,0.0,38.99,25.02,32.01,413.65,363.47,0.02,2.6,2.6,28.73,,3.57,0.38,0.1,0.33,3.72,59.89,148.96,507.16
1980,4,10,0.0,39.85,25.74,32.8,410.89,363.76,0.86,3.16,3.27,30.33,,3.63,0.36,0.39,0.29,3.59,59.86,148.96,507.11
1980,4,11,0.0,40.76,26.07,33.42,421.47,358.25,0.21,3.36,3.37,34.07,,3.69,0.37,0.05,0.33,4.32,59.85,148.95,507.01
1980,4,12,0.0,40.49,26.28,33.39,419.58,358.15,0.12,2.5,2.5,30.61,,3.89,0.39,0.11,0.4,4.41,59.83,148.95,506.96
1980,4,13,0.0,40.13,25.81,32.97,420.59,357.78,-0.09,2.78,2.78,36.26,,3.85,0.36,0.29,0.38,4.26,59.81,148.94,506.87
1980,4,14,0.0,40.75,25.54,33.14,418.44,325.15,-0.15,1.94,1.95,29.18,,3.84,0.4,0.25,0.37,4.06,59.79,148.93,506.78
1980,4,15,0.0,40.71,25.68,33.2,417.89,366.72,0.62,1.42,1.55,31.47,,3.65,0.95,0.12,0.35,4.01,59.78,148.91,506.74
1980,4,16,0.0,39.93,24.58,32.25,428.83,362.2,0.47,1.15,1.24,35.92,,3.62,0.76,0.04,0.35,4.14,59.76,148.9,506.65
1980,4,17,0.0,37.55,23.94,30.74,417.2,365.34,-0.35,2.64,2.66,34.67,,3.76,0.53,0.28,0.38,4.1,59.74,148.89,506.57
1980,4,18,0.0,38.84,26.38,32.61,427.81,331.22,-0.49,3.34,3.38,31.58,,3.57,0.39,0.06,0.36,4.17,59.72,148.87,506.48
1980,4,19,0.0,38.8,26.45,32.62,425.53,365.2,-0.62,2.84,2.91,34.03,,3.45,0.36,0.26,0.35,3.99,59.7,148.86,506.39
1980,4,20,0.0,39.43,26.25,32.84,416.21,369.04,-0.27,2.93,2.94,29.76,,4.01,0.34,0.2,0.34,3.76,59.69,148.85,506.32
1980,4,21,0.0,40.59,27.07,33.83,418.4,369.56,-0.41,2.99,3.02,28.61,,4.01,0.33,0.18,0.3,3.56,59.67,148.85,506.26
1980,4,22,0.83,41.58,29.09,35.34,426.51,368.09,0.54,3.23,3.27,35.97,,4.09,0.54,0.08,0.27,3.51,59.65,148.84,506.21
1980,4,23,0.1,41.93,27.81,34.87,428.95,365.36,0.96,1.64,1.9,35.61,,4.3,0.38,0.25,0.26,3.3,59.64,148.83,506.16
1980,4,24,0.0,40.07,27.74,33.9,427.97,368.33,0.5,2.55,2.6,29.74,,4.31,0.36,0.4,0.28,3.44,59.62,148.83,506.07
1980,4,25,0.0,41.15,27.6,34.38,422.44,366.2,0.26,2.06,2.08,32.06,,4.01,0.29,0.52,0.26,3.41,59.61,148.83,506.03
1980,4,26,0.0,41.52,27.02,34.27,419.88,372.94,-0.18,2.5,2.51,30.18,,4.03,0.29,0.27,0.26,3.27,59.6,148.81,505.98
1980,4,27,0.0,41.07,27.66,34.36,416.33,371.92,-0.31,3.19,3.21,28.97,,3.8,0.55,0.01,0.26,3.1,59.58,148.8,505.88
1980,4,28,2.22,40.48,26.99,33.74,426.08,353.08,0.03,3.17,3.17,32.75,,3.86,0.57,0.19,0.25,3.06,59.57,148.79,505.85
1980,4,29,0.0,39.44,25.55,32.49,423.89,370.16,-0.19,2.86,2.87,44.09,,4.03,0.53,0.85,0.26,4.82,59.55,148.77,505.77
1980,4,30,1.81,40.16,26.61,33.38,410.62,374.78,-0.42,3.32,3.35,32.9,,4.04,0.42,0.01,0.7,5.98,59.53,148.77,505.7
1980,5,1,2.35,39.83,24.59,32.21,416.98,373.66,-0.14,3.42,3.42,35.16,,4.35,0.38,0.13,0.59,5.46,59.51,148.77,505.6
1980,5,2,0.0,39.19,26.29,32.74,419.93,372.82,-0.2,3.88,3.89,41.02,,4.27,0.3,0.62,0.49,5.06,59.5,148.77,505.54
1980,5,3,0.0,39.15,26.73,32.94,416.8,374.85,-0.22,3.57,3.58,33.08,,4.28,0.28,0.0,0.47,4.66,59.48,148.76,505.46
1980,5,4,0.0,39.93,26.81,33.37,422.94,367.81,-0.15,3.38,3.38,31.08,,4.34,0.34,0.18,0.41,4.36,59.47,148.76,505.41
1980,5,5,0.0,41.36,28.58,34.97,426.86,373.46,0.18,3.06,3.07,40.35,,4.05,0.35,0.3,0.35,4.24,59.45,148.73,505.36
1980,5,6,0.0,42.37,29.6,35.98,431.48,373.22,0.36,2.95,2.97,35.03,,4.29,0.28,0.18,0.35,4.11,59.44,148.71,505.26
1980,5,7,0.0,41.75,28.68,35.22,426.73,374.88,0.3,3.2,3.21,29.57,,3.81,0.42,0.1,0.34,3.95,59.43,148.71,505.23
1980,5,8,0.19,41.97,28.12,35.04,432.76,369.23,0.52,3.04,3.08,33.2,,3.74,0.86,0.15,0.33,3.97,59.41,148.71,505.18
1980,5,9,11.58,40.29,23.77,32.03,423.83,367.94,0.05,0.67,0.67,33.55,,3.84,0.65,0.15,0.33,4.11,59.4,148.71,505.1
1980,5,10,0.0,40.05,26.87,33.46,417.99,375.87,0.22,2.25,2.26,26.0,,4.36,0.49,0.4,0.35,3.91,59.38,148.7,505.02
1980,5,11,0.0,41.12,27.03,34.08,422.76,370.21,0.49,2.58,2.63,29.24,,3.99,0.39,0.27,0.33,3.96,59.37,148.7,504.99
1980,5,12,0.0,41.74,27.37,34.56,417.86,378.19,0.27,2.88,2.89,29.77,,4.08,0.54,0.04,0.35,4.35,59.35,148.69,504.89
1980,5,13,2.39,40.87,24.91,32.89,422.87,377.34,-0.16,3.28,3.28,37.44,,4.32,0.63,0.85,0.35,4.32,59.34,148.67,504.81
1980,5,14,0.0,40.45,27.32,33.89,426.88,373.79,-0.59,2.89,2.95,39.47,,4.35,0.49,1.1,0.4,4.7,59.32,148.64,504.75
1980,5,15,0.0,39.75,26.45,33.1,428.08,361.54,-0.29,3.19,3.2,34.14,,4.24,0.45,0.08,0.45,4.81,59.31,148.64,504.69
1980,5,16,0.4,39.21,27.02,33.12,424.72,371.04,0.17,3.07,3.07,29.02,,4.13,0.33,0.66,0.44,4.63,59.3,148.64,504.62
1980,5,17,0.12,41.82,27.51,34.66,429.19,379.08,0.78,2.55,2.67,29.57,,4.28,0.55,0.18,0.44,4.52,59.28,148.64,504.54
1980,5,18,0.13,41.62,28.03,34.83,442.53,367.2,0.4,-0.73,0.83,26.47,,4.1,0.33,0.58,0.41,4.29,59.27,148.64,504.51
1980,5,19,0.0,42.8,28.81,35.8,429.21,377.16,1.71,-2.38,2.93,18.44,,3.87,0.37,0.4,0.38,4.05,59.26,148.63,504.47
1980,5,20,0.0,43.59,29.88,36.74,421.99,382.05,2.37,-2.25,3.27,16.03,,3.71,0.27,0.02,0.34,3.74,59.26,148.63,504.42
1980,5,21,0.0,43.81,29.92,36.86,413.75,385.88,1.45,-2.49,2.88,15.75,,4.07,0.26,0.0,0.3,3.45,59.24,148.63,504.4
1980,5,22,0.0,43.83,28.78,36.3,407.95,388.15,2.33,-2.1,3.14,13.59,,4.13,0.23,0.01,0.26,3.2,59.24,148.63,504.32
1980,5,23,0.0,43.88,28.05,35.97,394.7,394.32,3.35,-1.96,3.88,10.43,,4.18,0.23,0.0,0.24,2.98,59.23,148.62,504.28
1980,5,24,0.0,44.41,28.72,36.56,397.54,396.69,3.58,-1.34,3.82,13.59,,3.84,0.2,0.0,0.21,2.79,59.22,148.62,504.25
1980,5,25,0.0,43.82,29.51,36.66,417.03,382.27,2.11,-1.34,2.5,12.85,,4.32,0.37,0.0,0.19,2.61,59.21,148.58,504.23
1980,5,26,0.0,44.21,30.02,37.12,435.5,334.0,1.32,-0.92,1.61,15.06,,4.21,0.28,0.06,0.17,2.47,59.2,148.58,504.16
1980,5,27,0.0,44.29,29.95,37.12,430.0,351.79,-0.35,1.9,1.93,34.55,,4.11,0.33,0.0,0.16,2.39,59.19,148.58,504.08
1980,5,28,0.0,42.24,28.39,35.32,438.85,337.71,0.65,0.97,1.17,28.39,,3.63,0.57,0.2,0.17,2.46,59.18,148.58,504.04
1980,5,29,1.45,40.05,24.75,32.4,426.65,382.08,0.27,1.32,1.35,35.71,,4.2,0.44,0.07,0.17,2.4,59.16,148.56,504.0
1980,5,30,1.42,39.62,27.91,33.76,433.04,376.07,0.44,2.85,2.88,33.68,,4.14,1.31,0.25,0.17,2.54,59.16,148.55,503.9
1980,5,31,0.0,40.12,26.65,33.38,444.05,375.06,-0.03,1.52,1.52,49.58,,3.81,2.39,0.73,0.18,3.17,59.13,148.55,503.83
1980,6,1,0.01,38.24,27.39,32.82,441.72,344.65,-1.09,2.08,2.35,60.72,,3.02,2.3,2.17,0.33,5.81,59.13,148.55,503.81
1980,6,2,5.87,38.61,25.19,31.9,450.13,333.24,-1.32,1.7,2.15,46.91,,2.77,2.3,0.86,0.58,5.98,59.11,148.55,503.7
1980,6,3,6.54,36.08,23.72,29.9,448.16,297.59,2.03,1.73,2.67,63.54,,1.37,1.17,1.37,0.72,8.81,59.1,148.54,503.61
1980,6,4,0.77,33.12,23.8,28.46,444.9,322.98,2.86,1.29,3.14,55.0,,2.82,2.28,0.82,1.59,13.82,59.08,148.51,503.58
1980,6,5,1.7,36.69,26.55,31.62,447.88,338.28,1.63,2.58,3.05,47.71,,3.8,3.07,2.84,1.63,13.08,59.06,148.51,503.48
1980,6,6,24.16,37.16,23.66,30.41,441.45,325.94,1.92,3.56,4.04,52.17,,3.87,2.85,0.38,1.64,11.74,59.05,148.5,503.38
1980,6,7,0.18,34.52,25.1,29.81,435.66,313.87,3.06,2.36,3.86,48.17,,3.69,2.24,0.46,1.27,10.72,59.03,148.5,503.26
1980,6,8,0.03,34.64,25.91,30.28,434.48,367.88,2.5,2.28,3.38,42.53,,3.93,2.67,0.47,1.35,9.88,59.01,148.49,503.21
1980,6,9,0.04,36.39,26.22,31.3,444.56,362.04,2.15,0.7,2.26,55.94,,3.94,2.96,3.18,0.99,9.99,59.0,148.49,503.07
1980,6,10,12.43,35.92,25.23,30.58,443.66,254.06,0.67,0.03,0.67,60.42,,2.72,2.16,3.71,0.86,10.94,58.97,148.42,502.98
1980,6,11,0.0,35.45,26.38,30.92,451.56,170.13,1.5,0.74,1.67,66.38,,2.94,2.53,1.06,0.91,14.73,58.95,148.42,502.88
1980,6,12,2.53,37.04,25.06,31.05,447.57,313.87,1.46,0.88,1.7,77.15,,3.04,2.62,1.36,1.76,21.46,58.95,148.42,502.81
1980,6,13,23.81,34.87,23.42,29.14,442.48,304.42,0.8,0.09,0.81,76.66,,2.58,2.28,2.07,2.32,29.28,58.95,148.42,502.77
1980,6,14,31.9,33.99,23.96,28.98,436.85,121.47,3.25,0.23,3.26,90.52,,2.07,1.9,2.55,0.54,36.13,59.31,148.42,502.71
1980,6,15,11.37,33.73,23.84,28.78,438.36,80.34,3.55,-0.39,3.57,91.49,,1.5,1.39,2.59,0.71,43.9,70.78,148.42,502.69
1980,6,16,42.32,31.37,23.71,27.54,441.06,154.13,3.09,-0.3,3.1,87.67,,0.84,0.8,1.46,0.85,42.73,89.84,148.5,502.67
1980,6,17,19.18,31.11,23.13,27.12,440.03,189.91,1.71,1.72,2.43,87.55,,2.09,1.78,0.66,1.55,41.55,92.59,148.67,502.64
1980,6,18,0.66,32.73,25.2,28.96,438.25,295.1,3.1,1.48,3.44,76.86,,2.19,1.86,0.39,3.46,40.47,93.31,148.88,502.57
1980,6,19,4.08,34.81,26.3,30.56,435.81,329.43,3.66,1.52,3.96,65.46,,3.65,2.89,0.05,5.05,35.43,93.0,149.07,502.47
