year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,29.47,18.58,24.02,355.41,300.3,-1.08,-1.31,1.7,66.74,,3.01,1.9,0.0,1.02,7.16,83.4,184.11,567.77
1980,1,2,0.0,29.83,18.0,23.92,361.66,297.84,-1.29,-0.87,1.56,68.72,,2.86,1.77,0.0,1.01,6.75,82.99,183.89,567.71
1980,1,3,0.0,29.86,18.12,23.99,373.01,293.94,-1.29,-0.68,1.46,70.3,,3.02,1.85,0.0,1.0,6.4,82.58,183.7,567.56
1980,1,4,0.0,29.97,18.79,24.38,363.08,297.52,-2.76,-1.52,3.15,65.13,,2.77,1.67,0.0,0.96,6.09,82.15,183.47,567.52
1980,1,5,0.0,30.09,19.61,24.85,362.95,295.59,-2.36,-1.19,2.64,64.23,,2.87,1.71,0.0,0.94,5.78,81.75,183.32,567.46
1980,1,6,0.0,30.0,19.92,24.96,370.88,281.37,-3.49,-1.55,3.82,72.33,,3.05,1.8,0.0,0.96,5.55,81.31,183.08,567.31
1980,1,7,0.0,30.09,19.92,25.01,370.98,258.1,-3.15,-2.61,4.09,63.15,,2.82,1.65,0.0,1.04,5.33,80.83,182.81,567.27
1980,1,8,0.0,29.7,20.05,24.88,371.92,291.44,-3.48,-1.95,3.99,67.73,,3.1,1.8,0.0,0.93,5.13,80.38,182.57,567.13
1980,1,9,0.0,29.73,19.83,24.78,368.9,287.86,-2.53,-2.11,3.29,68.27,,2.16,1.25,0.0,0.83,4.92,79.98,182.37,567.03
1980,1,10,0.0,29.6,19.19,24.4,351.72,305.22,-2.33,-1.81,2.95,67.84,,2.69,1.55,0.0,0.88,4.73,79.59,182.16,566.96
1980,1,11,0.0,29.34,19.2,24.27,349.81,288.5,-2.55,-1.79,3.12,66.53,,2.55,1.46,0.0,0.89,4.55,79.19,181.91,566.83
1980,1,12,0.0,29.27,19.54,24.4,373.66,283.1,-2.9,-2.18,3.63,63.56,,2.09,1.19,0.0,0.97,4.38,78.77,181.67,566.78
1980,1,13,0.0,29.38,19.42,24.4,366.79,252.35,-2.68,-2.56,3.71,62.68,,2.55,1.44,0.0,0.95,4.24,78.33,181.42,566.66
1980,1,14,0.0,29.44,19.51,24.48,365.77,275.15,-2.34,-2.17,3.19,63.13,,2.38,1.34,0.0,0.93,4.1,77.94,181.19,566.56
1980,1,15,0.0,29.49,19.5,24.49,378.41,203.87,-3.3,-1.1,3.48,71.34,,2.13,1.19,0.0,0.89,3.99,77.51,180.92,566.46
1980,1,16,0.0,29.93,19.97,24.95,376.67,236.71,-2.72,-0.73,2.82,69.32,,2.08,1.16,0.0,0.87,3.88,77.11,180.69,566.33
1980,1,17,0.0,30.06,19.61,24.84,354.31,307.38,-2.31,-1.47,2.74,68.58,,3.08,1.71,0.0,0.74,3.75,76.79,180.51,566.26
1980,1,18,0.0,30.02,19.32,24.67,369.78,214.34,-2.26,-2.4,3.3,64.3,,2.67,1.48,0.0,0.88,3.64,76.43,180.27,566.15
1980,1,19,0.0,29.81,19.47,24.64,365.55,288.6,-2.78,-2.56,3.78,63.5,,2.79,1.53,0.0,0.8,3.53,76.1,180.08,566.07
1980,1,20,0.0,29.92,19.6,24.76,368.5,234.42,-2.26,-2.39,3.29,61.38,,2.98,1.62,0.0,0.87,3.42,75.77,179.84,566.01
1980,1,21,0.0,29.98,19.17,24.58,358.51,313.48,-3.08,-2.0,3.67,63.83,,2.91,1.57,0.0,0.67,3.32,75.49,179.68,565.87
1980,1,22,0.0,29.95,19.42,24.68,362.35,313.99,-2.61,-1.35,2.94,67.48,,3.23,1.73,0.0,0.61,3.21,75.22,179.48,565.82
1980,1,23,0.0,30.56,19.28,24.92,371.87,312.36,-2.14,-1.32,2.51,69.31,,3.19,1.69,0.0,0.54,3.11,74.98,179.3,565.78
1980,1,24,0.0,30.45,19.28,24.86,366.73,316.01,-2.48,-1.23,2.77,69.28,,3.23,1.74,0.0,0.53,3.01,74.74,179.18,565.66
1980,1,25,0.0,30.59,19.37,24.98,366.69,301.42,-4.04,-0.76,4.11,69.56,,2.85,1.49,0.0,0.63,2.95,74.45,178.97,565.57
1980,1,26,0.0,30.31,19.08,24.7,347.28,323.58,-2.32,-1.59,2.81,63.63,,2.59,1.34,0.0,0.63,2.87,74.2,178.8,565.56
1980,1,27,0.0,30.22,18.66,24.44,346.98,325.41,-1.25,-1.21,1.74,63.47,,3.2,1.63,0.0,0.55,2.78,74.01,178.66,565.44
1980,1,28,0.0,30.36,18.72,24.54,352.54,325.75,0.18,0.12,0.22,62.35,,3.22,1.63,0.0,0.51,2.68,73.84,178.54,565.32
1980,1,29,0.0,31.59,18.84,25.22,362.16,325.48,-0.53,0.26,0.59,61.79,,3.29,1.64,0.0,0.53,2.59,73.67,178.42,565.32
1980,1,30,0.0,31.89,18.91,25.4,378.6,325.92,-1.74,-0.52,1.82,66.09,,3.32,1.63,0.0,0.51,2.52,73.5,178.29,565.31
1980,1,31,0.0,31.78,19.9,25.84,376.18,318.25,-2.71,0.17,2.72,67.23,,3.24,1.56,0.0,0.54,2.47,73.27,178.15,565.26
1980,2,1,0.0,30.77,19.38,25.08,370.55,307.44,-1.71,0.04,1.71,67.19,,3.15,1.49,0.0,0.55,2.43,73.06,177.98,565.07
1980,2,2,0.0,30.96,19.18,25.07,379.82,309.72,-0.98,1.04,1.43,69.57,,3.11,1.44,0.0,0.53,2.4,72.83,177.82,565.07
1980,2,3,0.0,30.31,20.36,25.34,381.5,319.13,-1.64,0.81,1.83,68.85,,2.99,1.37,0.0,0.49,2.37,72.6,177.65,565.05
1980,2,4,0.0,30.97,20.34,25.66,384.29,320.22,-1.25,0.47,1.34,70.72,,2.36,1.06,0.0,0.47,2.35,72.4,177.51,564.88
1980,2,5,0.0,30.98,19.87,25.42,378.53,314.49,-1.07,0.08,1.07,67.79,,3.22,1.43,0.0,0.46,2.35,72.21,177.38,564.82
1980,2,6,0.0,30.93,19.82,25.38,372.08,329.52,-1.83,-0.62,1.93,69.58,,3.35,1.46,0.0,0.49,2.34,72.03,177.23,564.8
1980,2,7,0.0,31.5,20.07,25.78,363.17,332.69,-3.08,-0.34,3.1,68.31,,3.32,1.42,0.0,0.51,2.34,71.84,177.05,564.76
1980,2,8,0.0,31.19,20.32,25.76,361.33,332.76,-3.17,-0.7,3.25,66.41,,3.24,1.35,0.0,0.54,2.34,71.65,176.93,564.57
1980,2,9,0.0,31.12,19.87,25.5,357.04,336.57,-2.59,-0.68,2.68,69.03,,3.17,1.3,0.0,0.52,2.34,71.47,176.77,564.55
1980,2,10,0.0,31.22,19.69,25.46,354.34,337.35,-2.73,0.35,2.75,68.13,,3.32,1.33,0.0,0.52,2.34,71.28,176.64,564.55
1980,2,11,0.0,31.19,20.54,25.86,357.71,337.17,-3.29,-0.78,3.38,69.45,,3.22,1.26,0.0,0.51,2.34,71.1,176.49,564.4
1980,2,12,0.0,31.57,20.06,25.82,355.33,338.72,-2.89,-0.54,2.94,68.58,,3.23,1.24,0.0,0.54,2.34,70.9,176.31,564.3
1980,2,13,0.0,30.98,20.66,25.82,356.06,340.67,-2.43,-0.56,2.49,67.67,,3.42,1.28,0.0,0.48,2.34,70.74,176.19,564.3
1980,2,14,0.0,31.25,20.4,25.82,359.81,343.23,-2.16,-0.38,2.19,63.47,,3.32,1.21,0.0,0.47,2.34,70.6,176.08,564.3
1980,2,15,0.0,31.62,19.8,25.71,363.7,342.34,-0.58,-0.13,0.59,66.77,,3.39,1.27,0.0,0.44,2.34,70.47,175.97,564.14
1980,2,16,0.0,31.57,20.43,26.0,380.6,256.5,-0.49,0.65,0.81,65.19,,3.46,1.2,0.0,0.56,2.34,70.32,175.84,564.05
1980,2,17,0.0,31.72,20.05,25.88,374.65,341.59,-1.87,-0.3,1.89,70.76,,3.42,1.15,0.0,0.45,2.34,70.18,175.72,564.05
1980,2,18,0.0,31.95,19.36,25.66,376.0,341.32,-2.12,0.04,2.12,66.14,,3.44,1.13,0.0,0.44,2.34,70.04,175.59,564.05
1980,2,19,0.0,32.35,20.28,26.32,366.46,343.58,-2.04,0.24,2.05,66.36,,3.4,1.08,0.0,0.49,2.34,69.89,175.47,563.88
1980,2,20,0.0,32.08,20.65,26.36,373.1,345.84,-2.29,-0.24,2.3,68.55,,3.29,1.02,0.0,0.47,2.34,69.75,175.37,563.81
1980,2,21,0.0,31.85,20.68,26.26,364.69,346.19,-3.07,-1.19,3.29,65.6,,3.58,1.08,0.0,0.47,2.34,69.61,175.25,563.8
1980,2,22,0.0,31.99,20.44,26.22,362.08,347.91,-2.37,-0.45,2.41,64.13,,3.58,1.04,0.0,0.49,2.34,69.46,175.12,563.78
1980,2,23,0.0,32.59,19.63,26.11,359.62,352.78,-1.93,0.61,2.02,60.19,,3.56,1.0,0.0,0.47,2.34,69.33,175.0,563.61
1980,2,24,0.0,32.43,20.17,26.3,367.16,353.92,-1.2,0.77,1.43,59.97,,3.6,0.98,0.0,0.44,2.34,69.23,174.92,563.57
1980,2,25,0.0,33.66,20.29,26.98,380.06,353.3,-1.76,1.05,2.05,61.02,,3.65,0.96,0.0,0.44,2.34,69.11,174.81,563.55
1980,2,26,0.0,33.99,21.19,27.59,385.09,352.66,-1.33,0.4,1.39,62.91,,3.67,0.93,0.0,0.43,2.34,69.0,174.69,563.53
1980,2,27,0.0,33.74,21.87,27.8,376.17,352.43,-1.09,0.7,1.3,64.5,,3.63,0.88,0.0,0.43,2.34,68.89,174.58,563.53
1980,2,28,0.0,32.63,21.25,26.94,377.3,357.41,-0.33,1.02,1.07,60.93,,3.69,0.87,0.0,0.38,2.33,68.78,174.5,563.33
1980,2,29,0.0,33.84,21.56,27.7,371.29,356.01,-0.24,2.25,2.26,65.82,,3.69,0.83,0.0,0.43,2.34,68.67,174.39,563.32
1980,3,1,0.0,33.11,21.15,27.13,369.79,358.09,-0.11,1.7,1.7,64.43,,3.83,0.83,0.0,0.41,2.33,68.56,174.3,563.29
1980,3,2,0.0,33.84,22.05,27.94,392.0,351.05,-0.28,0.73,0.78,68.9,,3.76,0.78,0.01,0.38,2.34,68.45,174.2,563.28
1980,3,3,0.0,34.17,23.6,28.88,392.59,353.19,-1.61,-0.46,1.67,62.45,,3.77,0.75,0.0,0.37,2.34,68.36,174.1,563.28
1980,3,4,0.0,33.79,22.53,28.16,381.66,357.64,-1.77,0.73,1.91,65.9,,3.81,0.73,0.0,0.41,2.34,68.26,174.01,563.08
1980,3,5,0.0,33.65,22.1,27.88,375.45,359.71,-0.72,1.86,1.99,59.72,,3.83,0.7,0.0,0.4,2.34,68.16,173.93,563.05
1980,3,6,0.0,34.77,22.02,28.4,372.16,360.62,-0.81,1.6,1.79,63.34,,3.85,0.68,0.0,0.38,2.34,68.07,173.82,563.05
1980,3,7,0.0,34.46,22.54,28.5,387.7,363.27,-0.96,2.5,2.68,62.0,,3.92,0.66,0.0,0.37,2.34,67.98,173.74,563.04
1980,3,8,0.0,34.82,22.62,28.72,386.65,360.82,-0.97,1.93,2.16,62.37,,3.55,0.76,0.0,0.34,2.33,67.9,173.67,563.03
1980,3,9,0.0,35.36,23.92,29.64,405.83,332.97,-0.99,0.98,1.39,71.32,,3.68,0.64,0.49,0.39,2.59,67.8,173.55,562.85
1980,3,10,0.0,34.23,24.59,29.41,416.62,321.23,-0.96,2.2,2.4,68.64,,3.62,0.69,2.66,0.57,4.05,67.67,173.43,562.8
1980,3,11,0.0,34.24,24.21,29.22,410.58,329.45,-2.53,2.85,3.81,69.12,,3.37,0.7,0.48,0.59,4.45,67.56,173.33,562.79
1980,3,12,0.0,33.5,24.04,28.77,399.93,348.6,-1.92,1.31,2.32,68.99,,3.31,0.57,0.4,0.63,4.75,67.46,173.24,562.78
1980,3,13,0.0,33.79,22.88,28.34,373.19,362.11,-3.11,-0.38,3.13,64.87,,3.73,0.55,0.0,0.63,4.46,67.35,173.14,562.62
1980,3,14,0.0,33.8,22.73,28.26,373.59,365.16,-4.11,-0.38,4.13,65.21,,3.49,0.84,0.0,0.59,4.24,67.23,173.01,562.55
1980,3,15,0.0,33.34,22.66,28.0,380.18,362.31,-2.52,0.08,2.52,64.98,,3.65,0.55,0.0,0.56,4.01,67.13,172.9,562.55
1980,3,16,0.0,33.64,22.07,27.86,375.09,367.45,-1.26,-0.25,1.28,63.12,,3.89,0.53,0.0,0.52,3.77,67.05,172.8,562.53
1980,3,17,0.0,34.52,21.73,28.12,375.41,367.9,-1.68,-0.1,1.68,61.28,,3.73,0.48,0.0,0.5,3.57,66.96,172.72,562.46
1980,3,18,0.0,33.9,20.93,27.42,370.09,372.53,-1.06,0.93,1.41,59.78,,3.76,0.45,0.0,0.48,3.39,66.88,172.65,562.34
1980,3,19,0.0,33.77,21.07,27.42,365.69,371.77,-0.42,1.2,1.27,62.38,,3.88,0.44,0.0,0.46,3.23,66.8,172.55,562.3
1980,3,20,0.0,34.3,21.32,27.81,366.85,372.88,-1.37,1.24,1.85,57.77,,3.89,0.42,0.0,0.45,3.09,66.72,172.47,562.3
1980,3,21,0.0,34.57,21.53,28.05,361.74,372.45,-1.59,1.49,2.18,58.84,,3.92,0.4,0.0,0.42,2.96,66.64,172.38,562.27
1980,3,22,0.0,34.39,20.81,27.6,375.75,372.24,-1.22,1.93,2.28,60.27,,3.88,0.37,0.0,0.4,2.84,66.56,172.31,562.22
1980,3,23,0.0,34.89,20.93,27.91,362.44,375.66,-0.89,2.33,2.49,54.6,,3.93,0.36,0.0,0.38,2.72,66.49,172.24,562.11
1980,3,24,0.0,35.94,20.75,28.34,366.03,374.46,-1.7,1.99,2.62,57.94,,3.91,0.51,0.0,0.37,2.62,66.41,172.12,562.07
1980,3,25,0.0,35.81,21.42,28.62,384.42,372.3,-2.02,2.32,3.08,67.23,,3.94,0.33,0.0,0.4,2.54,66.32,172.02,562.05
1980,3,26,0.0,34.8,21.56,28.18,372.09,374.78,-2.1,0.75,2.23,67.64,,3.91,0.31,0.0,0.39,2.46,66.24,171.98,562.03
1980,3,27,0.0,34.3,20.97,27.64,372.03,372.5,-2.07,1.47,2.54,64.22,,3.99,0.3,0.0,0.37,2.39,66.16,171.86,561.97
1980,3,28,0.0,34.21,22.24,28.22,407.41,366.18,-1.61,1.52,2.21,68.73,,3.77,0.26,0.01,0.34,2.36,66.09,171.78,561.86
