year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,26.68,11.35,19.02,323.44,248.05,2.66,2.06,3.36,46.76,,2.16,1.64,0.0,0.21,4.87,74.48,148.02,566.77
1980,1,2,0.0,26.99,12.17,19.58,342.86,208.3,1.91,-0.31,1.93,51.1,,1.67,1.12,0.02,0.2,4.82,74.41,148.01,566.75
1980,1,3,0.0,26.19,11.34,18.76,337.08,216.99,0.18,-2.92,2.93,49.48,,1.51,0.99,0.13,0.2,4.7,74.34,148.0,566.74
1980,1,4,0.0,24.32,11.02,17.67,348.16,163.59,-1.73,-1.63,2.38,77.1,,1.84,1.28,0.03,0.11,4.72,74.28,147.99,566.74
1980,1,5,0.2,23.61,12.15,17.88,373.04,70.44,-1.27,-1.6,2.04,95.81,,1.16,1.08,0.71,0.04,12.5,74.26,147.99,566.74
1980,1,6,1.4,19.15,11.51,15.33,318.07,224.94,-0.67,-1.63,1.76,59.31,,1.78,1.52,0.21,0.68,14.57,74.21,147.98,566.73
1980,1,7,0.0,22.02,8.23,15.12,294.95,259.69,-0.15,-1.72,1.73,54.75,,2.01,1.56,0.0,0.77,13.76,74.14,147.97,566.72
1980,1,8,0.0,24.65,8.04,16.34,309.07,259.03,0.77,-1.9,2.05,61.07,,2.13,1.5,0.0,0.77,12.98,74.08,147.95,566.71
1980,1,9,0.0,25.32,9.33,17.32,317.77,257.33,0.19,-1.63,1.64,53.02,,2.13,1.4,0.0,0.8,12.23,74.01,147.95,566.71
1980,1,10,0.0,25.95,10.93,18.44,343.77,250.89,0.7,-0.34,0.78,54.68,,1.96,1.25,0.0,0.75,11.58,73.95,147.93,566.7
1980,1,11,0.0,26.5,11.94,19.22,350.57,228.3,1.64,1.33,2.11,63.53,,2.0,1.24,0.02,0.61,11.03,73.89,147.92,566.68
1980,1,12,2.64,27.31,14.13,20.72,358.19,242.74,2.35,2.81,3.66,69.26,,1.97,1.18,0.07,0.52,10.68,73.83,147.91,566.67
1980,1,13,1.41,27.48,13.46,20.47,346.34,212.08,0.54,0.52,0.75,86.51,,1.79,1.06,1.63,0.25,11.78,73.79,147.9,566.66
1980,1,14,0.0,26.91,13.43,20.17,347.41,246.89,0.54,-0.88,1.03,61.79,,2.09,1.18,0.09,0.6,11.36,73.74,147.89,566.65
1980,1,15,0.01,27.06,13.26,20.16,351.28,254.66,-0.06,2.62,2.62,70.09,,2.12,1.17,0.15,0.52,11.0,73.68,147.88,566.64
1980,1,16,0.0,27.37,13.45,20.41,342.44,251.39,0.85,2.96,3.08,57.25,,2.21,1.18,0.02,0.55,10.55,73.63,147.87,566.64
1980,1,17,0.0,28.46,13.45,20.96,349.43,258.3,0.82,1.88,2.05,62.24,,2.08,1.08,0.03,0.55,10.06,73.57,147.85,566.63
1980,1,18,0.0,28.77,13.35,21.06,354.91,246.41,0.12,2.84,2.84,53.91,,2.13,1.06,0.03,0.53,9.62,73.52,147.83,566.63
1980,1,19,0.0,29.19,14.07,21.63,354.5,259.94,0.41,0.66,0.78,64.05,,2.1,1.0,0.03,0.53,9.15,73.47,147.82,566.62
1980,1,20,0.16,28.8,13.98,21.39,350.69,258.67,0.88,0.51,1.02,63.94,,2.2,1.02,0.07,0.49,8.85,73.42,147.82,566.62
1980,1,21,0.0,29.01,13.9,21.46,358.5,232.76,1.62,0.72,1.77,57.15,,1.98,0.89,0.16,0.48,8.46,73.38,147.8,566.6
1980,1,22,0.0,29.39,13.85,21.62,338.64,217.9,2.4,-2.2,3.26,37.3,,1.96,0.86,0.0,0.54,8.04,73.33,147.8,566.6
1980,1,23,0.0,28.76,12.71,20.74,301.88,274.21,0.74,-3.52,3.6,32.38,,2.28,0.97,0.0,0.41,7.69,73.27,147.78,566.59
1980,1,24,0.0,26.65,8.8,17.73,293.68,280.07,1.11,-1.01,1.5,33.4,,2.23,0.91,0.0,0.45,7.28,73.22,147.77,566.59
1980,1,25,0.0,27.75,9.14,18.44,312.63,275.76,1.17,-0.01,1.17,46.4,,2.38,0.94,0.0,0.39,6.91,73.18,147.76,566.58
1980,1,26,0.0,28.59,11.54,20.06,323.51,275.74,2.28,0.03,2.28,37.89,,2.51,0.96,0.0,0.41,6.56,73.14,147.76,566.56
1980,1,27,0.0,29.51,12.72,21.12,321.28,274.71,3.88,-0.77,3.96,27.84,,2.35,0.87,0.0,0.38,6.24,73.1,147.73,566.55
1980,1,28,0.0,28.85,12.22,20.54,312.86,277.33,3.95,-1.45,4.21,34.03,,2.37,0.85,0.0,0.33,5.97,73.05,147.73,566.55
1980,1,29,0.0,27.97,11.92,19.94,289.94,284.51,1.34,-3.4,3.65,33.9,,2.34,0.81,0.0,0.29,5.74,73.0,147.72,566.52
1980,1,30,0.0,25.91,9.07,17.49,279.03,290.92,1.4,-1.81,2.29,34.45,,2.26,0.76,0.0,0.27,5.52,72.95,147.7,566.51
1980,1,31,0.0,26.17,8.14,17.16,288.09,291.6,1.04,-0.97,1.42,27.62,,2.35,0.76,0.0,0.29,5.28,72.91,147.69,566.5
1980,2,1,0.0,27.39,9.67,18.53,325.14,284.78,0.4,3.12,3.15,36.07,,2.5,0.84,0.02,0.28,5.06,72.87,147.67,566.5
1980,2,2,0.89,29.12,13.29,21.2,353.52,265.24,2.68,2.37,3.58,46.82,,2.29,0.79,0.5,0.21,5.0,72.83,147.67,566.49
1980,2,3,0.01,28.5,15.89,22.2,350.45,257.61,1.47,0.56,1.57,41.44,,1.81,0.57,0.07,0.25,4.89,72.79,147.66,566.49
1980,2,4,1.65,28.41,16.05,22.23,343.26,241.11,2.41,0.34,2.43,42.84,,2.09,0.63,0.01,0.21,4.73,72.75,147.66,566.47
1980,2,5,0.17,28.5,14.02,21.26,312.25,288.52,2.3,-2.03,3.07,26.21,,2.2,0.64,0.0,0.24,4.56,72.7,147.65,566.47
1980,2,6,0.0,27.84,11.45,19.64,272.3,304.22,0.85,-3.36,3.47,17.38,,2.37,0.68,0.0,0.22,4.39,72.67,147.64,566.42
1980,2,7,0.0,26.14,7.83,16.98,273.12,302.79,-0.0,-2.97,2.97,19.88,,2.39,0.66,0.0,0.2,4.25,72.62,147.62,566.42
1980,2,8,0.0,26.16,7.99,17.08,289.71,299.86,-0.08,-0.96,0.96,30.41,,2.44,0.65,0.0,0.2,4.09,72.59,147.61,566.41
1980,2,9,0.0,27.31,10.0,18.66,301.84,297.3,0.15,-1.12,1.13,25.27,,2.52,0.7,0.0,0.2,3.93,72.56,147.6,566.41
1980,2,10,0.0,27.98,10.45,19.22,295.71,303.58,0.35,-3.13,3.15,19.91,,2.56,0.64,0.0,0.19,3.79,72.52,147.59,566.4
1980,2,11,0.0,28.15,10.19,19.17,297.72,303.86,0.02,-0.96,0.96,37.07,,2.54,0.62,0.0,0.17,3.65,72.49,147.58,566.4
1980,2,12,0.0,29.28,10.93,20.1,306.28,303.76,0.91,-1.42,1.69,29.75,,2.59,0.61,0.0,0.18,3.51,72.47,147.58,566.39
1980,2,13,0.0,29.42,10.84,20.13,308.95,306.22,0.1,-1.56,1.56,31.65,,2.65,0.61,0.0,0.17,3.39,72.44,147.58,566.39
1980,2,14,0.0,30.27,11.4,20.84,343.26,303.23,1.78,0.26,1.8,43.64,,2.81,0.94,0.22,0.15,3.4,72.42,147.57,566.37
1980,2,15,4.66,31.96,15.31,23.64,350.47,274.12,2.24,1.29,2.58,46.04,,2.33,0.62,0.6,0.2,4.4,72.38,147.55,566.37
1980,2,16,0.0,29.96,15.5,22.73,312.8,309.36,2.25,-1.78,2.87,23.25,,2.73,0.63,0.02,0.25,4.24,72.36,147.55,566.36
1980,2,17,0.0,30.15,12.85,21.5,309.93,308.85,2.17,-2.92,3.64,27.74,,2.77,0.59,0.0,0.21,4.08,72.33,147.54,566.36
1980,2,18,0.0,29.28,12.5,20.89,315.72,310.82,0.71,-1.24,1.43,32.78,,2.79,0.57,0.0,0.22,3.9,72.31,147.53,566.34
1980,2,19,0.0,30.35,13.83,22.09,322.09,311.49,0.96,-0.15,0.97,29.51,,2.7,0.53,0.0,0.2,3.74,72.28,147.53,566.33
1980,2,20,0.0,31.27,14.23,22.75,326.85,313.25,0.01,-1.26,1.26,38.37,,2.9,0.55,0.0,0.2,3.58,72.26,147.52,566.32
1980,2,21,0.0,32.56,15.33,23.94,334.84,313.24,0.98,-2.23,2.44,29.5,,2.93,0.55,0.0,0.19,3.43,72.24,147.51,566.32
1980,2,22,0.0,33.53,15.72,24.62,338.38,313.74,2.69,-3.58,4.48,22.8,,3.01,0.53,0.0,0.19,3.29,72.22,147.5,566.31
1980,2,23,0.0,33.52,16.26,24.89,339.85,314.45,2.88,-2.94,4.12,26.7,,3.03,0.51,0.0,0.16,3.17,72.2,147.49,566.3
1980,2,24,0.0,33.54,14.96,24.25,333.6,316.35,2.42,-2.62,3.57,28.17,,3.02,0.49,0.0,0.15,3.06,72.18,147.49,566.3
1980,2,25,0.0,33.35,15.34,24.34,316.39,324.58,1.84,-3.59,4.03,14.85,,2.91,0.46,0.0,0.15,2.98,72.15,147.48,566.29
1980,2,26,0.0,32.03,13.11,22.57,309.24,329.13,1.53,-2.79,3.18,19.86,,2.93,0.44,0.0,0.14,2.9,72.13,147.48,566.29
1980,2,27,0.0,32.37,13.34,22.85,325.0,326.75,0.93,0.19,0.95,20.46,,3.01,0.45,0.0,0.15,2.84,72.11,147.47,566.28
1980,2,28,0.0,34.16,15.3,24.73,326.25,328.56,5.13,-0.47,5.15,13.81,,3.13,0.44,0.0,0.14,2.81,72.09,147.46,566.28
1980,2,29,0.0,34.69,17.11,25.9,359.25,310.32,2.28,-0.18,2.29,35.29,,2.71,0.37,0.05,0.13,2.86,72.07,147.45,566.27
1980,3,1,0.19,33.03,16.67,24.85,330.8,326.94,4.05,-2.69,4.86,15.89,,3.03,0.4,0.09,0.15,3.1,72.05,147.45,566.26
1980,3,2,0.0,31.24,14.12,22.68,303.93,339.73,2.03,-2.64,3.33,24.09,,3.06,0.39,0.0,0.14,3.01,72.02,147.44,566.25
1980,3,3,0.0,30.64,14.23,22.44,333.38,330.74,3.31,-2.24,4.0,30.77,,3.08,0.38,0.0,0.14,2.93,72.0,147.44,566.22
1980,3,4,0.0,33.54,17.34,25.44,341.47,331.61,3.0,-2.74,4.06,37.44,,3.25,0.38,0.0,0.13,2.88,71.98,147.43,566.22
1980,3,5,0.0,33.22,17.66,25.44,339.76,332.49,4.02,-1.35,4.24,17.1,,3.17,0.36,0.0,0.15,2.83,71.96,147.43,566.21
1980,3,6,0.0,35.18,17.91,26.54,345.33,328.73,4.76,0.22,4.77,17.95,,3.13,0.34,0.0,0.15,2.8,71.94,147.42,566.21
1980,3,7,0.0,34.13,18.39,26.26,333.96,335.35,1.56,-0.98,1.84,20.76,,3.25,0.37,0.0,0.14,2.79,71.93,147.41,566.2
1980,3,8,0.0,33.06,19.26,26.16,343.12,253.1,4.12,0.17,4.12,20.3,,1.88,0.25,1.68,0.13,2.9,71.9,147.41,566.2
1980,3,9,0.0,31.63,14.52,23.08,296.7,348.41,1.8,-0.53,1.88,18.89,,3.01,0.36,0.0,0.14,2.81,71.88,147.4,566.19
1980,3,10,0.0,29.83,13.79,21.81,301.12,346.91,-0.41,-1.03,1.11,20.4,,3.1,0.32,0.0,0.13,2.78,71.85,147.39,566.19
1980,3,11,0.0,30.97,14.27,22.62,341.76,335.9,0.61,2.11,2.2,63.49,,3.02,0.74,0.27,0.12,3.25,71.83,147.38,566.18
1980,3,12,0.99,32.93,15.15,24.04,351.71,299.08,1.12,-1.61,1.96,28.74,,3.13,0.54,2.54,0.18,4.26,71.81,147.37,566.17
1980,3,13,0.0,31.98,16.48,24.23,331.99,342.28,-0.84,-2.43,2.57,13.09,,3.35,0.41,0.0,0.28,4.04,71.79,147.36,566.16
1980,3,14,0.0,32.18,15.99,24.08,341.38,340.75,-0.43,-1.01,1.1,22.66,,3.33,0.51,0.02,0.24,3.82,71.78,147.36,566.16
1980,3,15,0.0,33.57,15.27,24.42,332.78,346.54,0.86,-1.09,1.39,26.0,,3.38,0.4,0.0,0.23,3.62,71.76,147.35,566.14
1980,3,16,0.03,34.58,16.76,25.67,353.85,328.77,2.57,0.83,2.7,29.25,,2.87,0.42,0.05,0.2,3.61,71.74,147.35,566.12
1980,3,17,0.28,34.79,18.04,26.42,360.36,295.22,2.98,0.35,3.0,25.78,,3.25,0.36,0.49,0.19,3.53,71.73,147.34,566.12
1980,3,18,0.0,34.56,19.46,27.01,363.69,306.42,2.2,1.3,2.56,32.8,,3.14,0.3,0.12,0.19,3.6,71.71,147.34,566.11
1980,3,19,0.92,35.36,18.51,26.94,360.14,308.61,2.38,0.81,2.51,28.65,,3.12,0.29,0.65,0.2,3.7,71.69,147.33,566.11
1980,3,20,0.0,35.52,18.28,26.9,354.34,349.17,2.81,-0.79,2.92,24.23,,3.49,0.31,0.02,0.22,3.52,71.68,147.33,566.11
1980,3,21,0.0,36.56,19.23,27.9,363.71,346.89,1.08,-0.59,1.23,27.03,,3.57,0.3,0.02,0.2,3.35,71.67,147.32,566.1
1980,3,22,0.0,37.15,19.96,28.56,381.76,296.89,1.58,0.69,1.72,23.93,,3.36,0.28,0.04,0.19,3.23,71.66,147.31,566.08
1980,3,23,0.0,37.91,20.57,29.24,369.39,297.87,2.56,0.62,2.63,21.78,,3.38,0.27,0.06,0.18,3.12,71.65,147.31,566.08
1980,3,24,0.0,37.95,21.9,29.92,359.28,349.99,3.93,-0.19,3.93,21.73,,3.26,0.25,0.0,0.17,3.01,71.64,147.31,566.08
1980,3,25,0.0,37.58,21.52,29.55,370.82,340.67,3.01,0.22,3.02,18.98,,3.48,0.26,0.09,0.17,2.92,71.63,147.31,566.08
1980,3,26,0.0,37.85,21.86,29.86,370.51,343.3,2.59,0.98,2.77,20.28,,2.95,0.21,0.03,0.15,2.86,71.61,147.31,566.07
1980,3,27,0.0,37.45,21.92,29.68,368.98,339.05,-0.53,-0.05,0.53,40.62,,3.15,0.22,0.01,0.14,2.83,71.6,147.3,566.05
1980,3,28,0.0,36.16,21.97,29.06,404.06,198.93,0.35,2.39,2.42,39.32,,2.82,0.24,0.66,0.12,3.28,71.58,147.29,566.05
1980,3,29,0.03,35.75,22.74,29.24,392.25,272.82,3.39,0.97,3.53,28.21,,3.13,0.43,1.25,0.16,3.62,71.56,147.29,566.04
1980,3,30,0.05,36.98,22.65,29.82,363.4,308.25,2.98,-1.86,3.51,23.88,,3.16,0.43,0.17,0.2,3.48,71.54,147.28,566.04
1980,3,31,0.0,35.17,19.42,27.3,350.52,360.84,2.09,-0.5,2.15,16.95,,3.41,0.34,0.0,0.21,3.3,71.53,147.27,566.02
1980,4,1,0.0,36.57,20.53,28.55,366.69,351.66,1.77,-0.38,1.81,21.2,,3.66,0.27,0.04,0.19,3.13,71.52,147.27,566.02
1980,4,2,0.0,37.58,20.64,29.11,365.71,308.67,1.55,-0.85,1.77,20.86,,3.46,0.23,0.0,0.17,2.99,71.51,147.26,566.01
1980,4,3,0.0,37.1,21.36,29.23,365.62,304.28,2.1,2.67,3.4,22.34,,3.46,0.22,0.77,0.16,3.03,71.5,147.25,565.99
1980,4,4,0.0,36.88,21.08,28.98,377.92,248.98,2.17,1.43,2.6,20.55,,3.62,0.22,0.39,0.16,2.96,71.48,147.25,565.99
1980,4,5,0.0,38.31,22.3,30.3,369.32,361.61,0.83,0.82,1.17,26.03,,3.37,0.49,0.04,0.15,2.92,71.47,147.25,565.98
1980,4,6,0.0,38.6,22.78,30.69,377.85,305.38,1.07,1.62,1.94,25.39,,3.4,1.11,1.35,0.15,2.93,71.46,147.24,565.98
1980,4,7,2.96,37.26,20.56,28.91,381.44,302.03,1.39,-0.27,1.42,27.72,,3.49,0.93,2.6,0.15,3.26,71.45,147.24,565.98
1980,4,8,0.0,37.41,20.94,29.17,386.9,331.79,1.87,-0.27,1.89,29.32,,3.67,0.7,0.52,0.19,3.21,71.44,147.23,565.98
1980,4,9,0.34,39.75,23.02,31.38,390.71,261.74,2.05,-2.24,3.04,20.27,,3.78,0.51,0.11,0.19,3.06,71.43,147.23,565.97
1980,4,10,0.0,41.01,22.59,31.8,370.24,359.45,3.72,-1.22,3.91,16.25,,3.87,0.38,0.03,0.18,2.93,71.43,147.23,565.96
1980,4,11,0.0,40.67,24.83,32.75,379.93,343.05,3.69,-0.14,3.69,23.68,,3.74,0.29,0.59,0.17,2.97,71.41,147.23,565.96
1980,4,12,0.0,39.87,24.52,32.2,381.95,362.07,3.46,-1.76,3.88,17.17,,3.68,0.26,0.05,0.17,2.88,71.41,147.21,565.96
