year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,29.36,15.79,22.58,343.26,256.79,2.36,0.39,2.39,75.72,,2.47,1.72,0.0,0.61,3.35,75.05,215.82,537.76
1980,1,2,0.0,27.86,14.94,21.4,346.74,179.77,1.88,0.45,1.93,68.14,,2.32,1.58,0.06,0.59,3.4,74.9,215.56,537.75
1980,1,3,0.0,27.04,13.83,20.43,306.49,272.52,0.02,-2.25,2.25,38.42,,2.36,1.55,0.0,0.69,3.32,74.77,215.25,537.58
1980,1,4,0.0,27.2,14.19,20.7,326.51,268.59,-2.67,0.18,2.68,48.27,,2.32,1.54,0.0,0.65,3.23,74.61,214.99,537.57
1980,1,5,0.0,28.46,16.51,22.48,337.32,263.94,-2.34,0.87,2.5,62.04,,1.82,1.14,0.0,0.63,3.18,74.48,214.64,537.51
1980,1,6,0.0,28.88,17.12,23.0,352.74,247.32,-4.86,0.51,4.89,65.94,,1.9,1.17,0.06,0.56,3.15,74.34,214.37,537.48
1980,1,7,0.0,29.2,17.59,23.4,356.66,263.17,-3.26,1.33,3.52,57.26,,2.16,1.3,0.0,0.6,3.11,74.19,214.05,537.48
1980,1,8,0.0,30.66,18.23,24.44,358.21,262.0,0.42,0.77,0.88,62.99,,2.16,1.27,0.0,0.58,3.03,74.06,213.79,537.47
1980,1,9,0.0,30.82,18.23,24.52,357.34,266.66,0.55,1.34,1.45,58.6,,2.05,1.18,0.0,0.61,2.96,73.94,213.51,537.4
1980,1,10,0.0,30.45,17.99,24.22,351.29,249.82,1.43,-0.06,1.43,55.44,,2.17,1.23,0.0,0.57,2.9,73.81,213.24,537.39
