year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,29.9,16.79,23.34,354.77,260.78,0.09,1.51,1.51,69.17,,2.25,2.02,0.0,0.67,3.58,53.63,143.2,475.28
1980,1,2,0.0,29.79,17.72,23.76,360.6,261.62,-0.02,1.01,1.01,69.13,,2.29,2.04,0.0,0.62,3.47,53.45,142.92,475.02
1980,1,3,0.25,30.03,18.05,24.04,367.02,254.09,0.02,1.01,1.01,70.79,,1.95,1.79,0.11,0.61,3.48,53.28,142.65,474.73
1980,1,4,0.03,29.24,18.34,23.79,367.43,232.26,-0.86,1.11,1.4,79.05,,2.02,1.95,0.32,0.62,4.01,53.11,142.38,474.46
1980,1,5,0.02,26.56,17.86,22.21,368.47,243.73,-1.25,1.09,1.66,68.87,,1.85,1.72,0.06,0.68,4.34,52.94,142.12,474.18
1980,1,6,0.0,27.67,17.35,22.51,368.91,221.51,-0.1,0.16,0.19,77.87,,1.98,1.86,0.15,0.65,4.38,52.76,141.84,473.91
1980,1,7,0.0,27.0,16.16,21.58,349.01,236.77,0.19,-0.71,0.73,61.55,,2.05,1.79,0.03,0.68,4.31,52.6,141.57,473.63
1980,1,8,0.0,27.34,14.02,20.68,310.1,275.06,0.54,-1.19,1.31,45.65,,2.24,1.95,0.0,0.68,4.16,52.42,141.28,473.31
1980,1,9,0.0,27.17,12.44,19.8,306.46,275.96,0.44,-1.11,1.19,46.87,,2.29,1.97,0.0,0.68,4.0,52.24,140.99,473.01
1980,1,10,0.0,27.53,12.1,19.82,309.15,277.14,0.16,-1.18,1.19,50.71,,2.32,1.98,0.0,0.66,3.86,52.08,140.7,472.71
1980,1,11,0.0,27.92,12.72,20.32,327.38,271.23,0.15,-0.08,0.17,60.9,,2.38,2.01,0.0,0.59,3.71,51.93,140.44,472.44
1980,1,12,0.0,28.89,14.44,21.66,336.65,271.42,-0.31,1.63,1.66,65.33,,2.41,2.04,0.0,0.6,3.59,51.78,140.19,472.13
1980,1,13,0.0,29.64,15.74,22.69,347.63,270.16,-0.14,0.21,0.25,65.51,,2.46,2.05,0.0,0.54,3.48,51.64,139.94,471.85
1980,1,14,0.0,29.95,16.42,23.18,352.18,269.36,-0.29,0.79,0.84,57.57,,2.34,1.93,0.0,0.52,3.36,51.51,139.71,471.57
1980,1,15,0.0,30.08,17.11,23.6,351.05,266.4,-0.54,1.14,1.26,66.21,,2.39,1.95,0.01,0.53,3.32,51.38,139.46,471.3
1980,1,16,0.0,30.13,17.82,23.98,359.07,268.05,-0.35,0.87,0.94,63.39,,2.32,1.93,0.0,0.53,3.25,51.25,139.23,471.05
1980,1,17,0.01,30.08,17.58,23.83,360.26,270.19,-0.11,0.71,0.72,59.13,,2.21,1.78,0.0,0.5,3.14,51.13,139.01,470.75
1980,1,18,0.0,30.37,17.37,23.87,362.37,268.14,0.03,0.15,0.15,58.11,,2.52,2.02,0.0,0.51,3.05,51.01,138.78,470.47
1980,1,19,0.0,30.83,17.06,23.94,350.77,275.68,-0.2,0.75,0.78,56.79,,2.44,1.92,0.0,0.5,2.95,50.89,138.56,470.2
1980,1,20,0.0,31.08,16.62,23.85,358.25,276.94,0.15,-0.49,0.51,53.63,,2.52,1.96,0.0,0.48,2.84,50.78,138.35,469.94
1980,1,21,0.0,31.13,16.79,23.96,356.08,275.49,0.14,-0.59,0.61,58.89,,2.51,1.93,0.0,0.47,2.75,50.67,138.15,469.66
1980,1,22,0.0,30.44,17.34,23.89,363.57,271.84,0.25,0.16,0.3,56.88,,2.37,1.79,0.0,0.46,2.67,50.57,137.94,469.39
1980,1,23,0.0,31.27,18.77,25.02,362.53,270.54,0.94,-0.84,1.26,52.03,,2.39,1.8,0.0,0.5,2.6,50.46,137.72,469.12
1980,1,24,0.0,30.73,17.21,23.97,324.15,286.56,0.56,-1.25,1.37,46.2,,2.57,1.91,0.0,0.49,2.53,50.35,137.5,468.82
1980,1,25,0.0,30.28,14.77,22.52,328.8,288.17,-0.25,0.49,0.55,60.73,,2.61,1.92,0.0,0.48,2.46,50.24,137.28,468.55
1980,1,26,0.0,29.74,15.62,22.68,332.65,286.81,0.4,-0.7,0.81,54.9,,2.6,1.89,0.0,0.46,2.4,50.14,137.08,468.28
1980,1,27,0.0,30.43,15.51,22.97,344.36,285.09,0.44,-0.27,0.52,53.37,,2.68,1.92,0.0,0.47,2.35,50.05,136.89,468.03
1980,1,28,0.0,31.65,17.53,24.59,365.53,283.59,1.12,-0.4,1.19,55.98,,2.57,1.84,0.0,0.45,2.29,49.95,136.69,467.76
1980,1,29,0.0,31.18,18.1,24.64,336.11,288.76,1.45,-1.08,1.81,40.43,,2.47,1.72,0.0,0.48,2.24,49.86,136.48,467.48
1980,1,30,0.0,31.51,15.5,23.51,310.82,298.13,0.67,-0.81,1.05,42.81,,2.59,1.78,0.0,0.5,2.18,49.75,136.26,467.18
1980,1,31,0.0,29.93,14.69,22.31,325.11,293.64,0.44,0.05,0.44,55.22,,2.55,1.74,0.0,0.47,2.14,49.65,136.05,466.92
1980,2,1,0.0,29.94,15.03,22.48,349.28,290.52,0.48,0.61,0.78,59.37,,2.62,1.77,0.0,0.46,2.1,49.56,135.87,466.66
1980,2,2,0.0,30.62,16.52,23.57,370.61,288.19,-0.21,2.18,2.19,65.61,,2.33,1.54,0.02,0.46,2.12,49.46,135.66,466.39
1980,2,3,0.0,31.3,19.67,25.48,367.06,284.26,0.22,1.47,1.49,60.96,,2.57,1.72,0.01,0.46,2.12,49.38,135.48,466.12
1980,2,4,0.0,31.39,19.37,25.38,358.4,290.18,-0.09,1.58,1.58,62.81,,2.66,1.71,0.0,0.43,2.09,49.29,135.29,465.85
1980,2,5,0.0,31.89,19.26,25.58,370.33,288.98,0.46,0.59,0.75,60.0,,2.66,1.69,0.0,0.43,2.06,49.22,135.11,465.57
1980,2,6,0.0,32.0,19.96,25.98,359.26,287.98,1.13,-0.99,1.5,47.91,,2.59,1.62,0.0,0.44,2.03,49.13,134.92,465.31
1980,2,7,0.0,31.49,18.17,24.83,340.36,299.63,0.64,-0.32,0.72,51.28,,2.63,1.66,0.0,0.44,2.0,49.05,134.75,465.04
1980,2,8,0.0,30.99,16.36,23.67,357.83,298.19,0.36,0.44,0.57,60.9,,2.7,1.66,0.0,0.42,1.98,48.98,134.58,464.79
1980,2,9,0.0,30.73,16.28,23.51,364.27,296.58,0.3,0.71,0.77,61.64,,2.79,1.73,0.01,0.43,1.99,48.9,134.4,464.54
1980,2,10,0.0,30.84,18.38,24.61,376.24,296.13,0.2,0.55,0.59,63.66,,2.41,1.53,0.06,0.41,2.13,48.83,134.24,464.29
1980,2,11,0.06,30.83,18.13,24.48,371.71,282.24,0.22,0.16,0.27,56.55,,2.62,1.59,0.07,0.43,2.2,48.76,134.08,464.03
1980,2,12,0.0,31.5,18.08,24.79,359.34,294.36,0.38,-0.55,0.67,56.63,,2.76,1.59,0.0,0.43,2.15,48.69,133.91,463.77
1980,2,13,0.0,31.55,17.54,24.54,347.53,305.82,0.1,-0.34,0.35,57.33,,2.86,1.63,0.0,0.43,2.1,48.63,133.76,463.53
1980,2,14,0.0,31.41,17.63,24.52,352.99,306.24,-0.1,0.72,0.73,60.3,,2.89,1.6,0.0,0.43,2.06,48.56,133.61,463.25
1980,2,15,0.78,31.68,19.42,25.55,370.16,300.99,0.01,0.54,0.54,65.91,,2.51,2.13,0.14,0.41,2.14,48.5,133.44,463.02
1980,2,16,0.27,30.91,18.98,24.94,376.72,300.94,0.49,-0.1,0.5,68.54,,2.82,2.54,0.45,0.4,2.55,48.44,133.3,462.78
1980,2,17,1.56,31.11,19.28,25.2,376.97,297.54,1.18,0.11,1.19,64.47,,2.82,2.23,0.27,0.45,2.97,48.38,133.15,462.54
1980,2,18,2.13,32.21,19.31,25.76,353.94,313.56,0.98,-0.84,1.29,51.52,,2.93,1.99,0.0,0.52,2.96,48.32,133.01,462.29
1980,2,19,0.0,32.67,18.53,25.6,355.19,312.31,0.33,0.23,0.4,57.6,,2.91,1.79,0.0,0.5,2.83,48.27,132.87,462.05
1980,2,20,1.44,32.72,19.49,26.1,369.65,302.77,0.19,0.33,0.38,60.57,,2.51,1.43,0.0,0.47,2.73,48.21,132.72,461.82
1980,2,21,0.0,32.18,18.19,25.18,358.22,315.57,0.16,-0.46,0.49,49.41,,2.96,1.65,0.0,0.47,2.63,48.16,132.59,461.59
1980,2,22,0.0,32.75,18.65,25.7,344.98,319.67,0.54,-0.42,0.68,51.78,,3.15,1.73,0.0,0.47,2.52,48.11,132.46,461.39
1980,2,23,0.0,33.37,18.75,26.06,351.85,319.99,1.01,-0.66,1.21,47.78,,3.11,1.67,0.0,0.46,2.41,48.06,132.35,461.16
1980,2,24,0.0,34.63,19.76,27.2,355.03,320.38,1.13,-0.87,1.43,40.15,,3.1,1.64,0.0,0.46,2.33,48.01,132.21,460.95
1980,2,25,0.0,34.55,19.99,27.27,348.71,323.12,1.42,-1.05,1.77,45.75,,3.19,1.66,0.0,0.45,2.25,47.97,132.09,460.73
1980,2,26,0.0,34.12,17.86,25.99,342.29,328.65,1.04,-0.84,1.34,42.41,,3.18,1.61,0.0,0.45,2.17,47.92,131.97,460.5
1980,2,27,0.0,33.48,17.32,25.4,334.7,330.48,0.68,-0.9,1.13,41.19,,3.18,1.58,0.0,0.44,2.11,47.88,131.85,460.26
1980,2,28,0.0,34.01,18.51,26.26,344.88,329.81,0.2,0.81,0.83,50.1,,3.27,1.59,0.0,0.4,2.05,47.83,131.73,460.08
1980,2,29,0.05,35.24,20.19,27.72,363.72,324.67,-0.16,2.34,2.35,53.47,,2.93,1.53,0.09,0.44,2.05,47.78,131.6,459.85
1980,3,1,0.51,33.52,20.97,27.24,377.03,316.62,0.72,2.15,2.27,68.8,,2.82,1.76,0.42,0.41,2.81,47.72,131.44,459.6
1980,3,2,0.89,32.45,19.8,26.12,346.26,331.97,1.26,-1.19,1.73,40.78,,3.27,1.59,0.0,0.53,2.95,47.67,131.31,459.36
1980,3,3,0.0,32.6,17.65,25.12,345.46,333.55,0.65,-0.68,0.94,43.88,,3.29,1.51,0.0,0.52,2.81,47.63,131.19,459.12
1980,3,4,0.0,33.73,19.54,26.64,356.51,331.85,1.33,-0.86,1.58,48.26,,3.33,1.49,0.0,0.47,2.68,47.59,131.08,458.94
1980,3,5,0.0,34.71,19.97,27.34,356.13,333.38,0.7,-1.04,1.25,45.06,,3.44,1.5,0.0,0.44,2.55,47.56,130.98,458.73
1980,3,6,1.08,34.78,21.52,28.15,372.92,333.68,0.53,0.0,0.53,47.25,,3.23,1.39,0.01,0.41,2.44,47.52,130.89,458.54
1980,3,7,4.38,35.07,22.8,28.94,385.52,328.84,1.15,0.81,1.41,58.4,,3.03,1.31,0.29,0.36,2.61,47.48,130.77,458.36
1980,3,8,0.44,34.85,22.29,28.57,402.62,207.94,0.67,-0.15,0.69,52.79,,2.55,1.36,0.34,0.43,2.91,47.43,130.63,458.12
1980,3,9,2.28,32.45,21.63,27.04,378.51,321.53,0.63,1.89,1.99,65.91,,2.91,1.71,0.24,0.51,3.84,47.38,130.51,457.88
1980,3,10,0.84,33.52,21.11,27.32,384.08,325.35,0.26,1.75,1.77,68.57,,3.12,2.04,0.36,0.54,4.49,47.34,130.38,457.65
1980,3,11,0.29,33.39,21.69,27.54,382.1,324.44,-0.2,2.01,2.02,60.51,,3.2,1.61,0.27,0.6,4.61,47.29,130.24,457.4
